"book_title","paper_id","dc_type","authors","year","source","keyword"
"Prediction of Bubble Point Pressure Using Artificial Intelligence AI Techniques","SPE-184208-MS","conference-paper","Alakbari, Fahd S., King Fahd University of Petroleum & Minerals | Elkatatny, Salaheldin, King Fahd Unversity, Department of Petroleum Engineering | Baarimah, Salem O., King Fahd University of Petroleum & Minerals",2016,"SPE","'artificial+intelligence'"
"Guest Editorial: How Artificial Intelligence Will Benefit Drilling","SPE-0518-0014-JPT","journal-paper","Nunoo, Nii Ahele, National Oilwell Varco",2018,"SPE","'artificial+intelligence'"
"Predicting Incident Rates Artificial Intelligence As a Forecasting Tool","ASSE-09-09-40","journal-paper","Al-Mutairi, Abdullah, | Haight, Joel M.,",2009,"ASSE","'artificial+intelligence'"
"Reservoir Engineer and Artificial Intelligence Techniques for Data Analysis","SPE-68743-MS","conference-paper","Tapias, O., SPS Ltda | Soto, C.P., ECOPETROL-ICP | Sandoval, J., ECOPETROL-ICP | Perez, H.H., ECOPETROL-ICP | Bejarano, A., I.D.A. Ltda",2001,"SPE","'artificial+intelligence'"
"Innovative Approach to Assist History Matching Using Artificial Intelligence","SPE-99882-MS","conference-paper","Al-Thuwaini, Jamal, Saudi Aramco | Zangl, Georg, Schlumberger | Phelps, Robert Earl, Saudi Aramco",2006,"SPE","'artificial+intelligence'"
"A Practical Artificial Intelligence Application in Well Test Interpretation","SPE-24287-MS","conference-paper","Allain, Olivier, Kappa Engineering | Houze, O.P., Kappa Engineering",1992,"SPE","'artificial+intelligence'"
"An Artificial Intelligence Approach To Well Log Correlation","SPWLA-1987-v28n2a5","journal-paper","Kuo, T.B., Texas A&M University | Startzman, R.A., Texas A&M University",1987,"SPWLA","'artificial+intelligence'"
"Improving Management and Control of Drilling Operations with Artificial Intelligence","SPE-150201-MS","conference-paper","Gola, Giulio, Institute for EnergyTechnology | Nybo, Roar, SINTEF Petroleum Research | Sui, Dan, SINTEF Petroleum Research | Roverso, Davide, FirstSensing",2012,"SPE","'artificial+intelligence'"
"Selection and Evaluation EOR Method Using Artificial Intelligence","SPE-79163-MS","conference-paper","Shokir, E.M. El-M., King Saud University | Goda, H.M., Cairo University | Sayyouh, M.H., Cairo University | Fattah, Kh. A., King Saud University",2002,"SPE","'artificial+intelligence'"
"A Hybrid Artificial Intelligence Approach in Well Test Interpretation","SPE-24733-MS","conference-paper","Houze, O.P., Kappa Engineering | Allain, O.F., Kappa Engineering",1992,"SPE","'artificial+intelligence'"
"Application of Artificial Intelligence in Gas Storage Management","SPE-100133-MS","conference-paper","Zangl, Georg, Schlumberger | Giovannoli, Matteo, Schlumberger | Stundner, Michael, Schlumberger",2006,"SPE","'artificial+intelligence'"
"Application of Artificial Intelligence to Characterize Naturally Fractured Reservoirs","SPE-84870-MS","conference-paper","El Ouahed, A. Kouider, Sonatrach | Tiab, Djebbar, Oklahoma University | Mazouzi, Amine, Sonatrach | Jokhio, Sarfraz A., University of Oklahoma",2003,"SPE","'artificial+intelligence'"
"Artificial Intelligence Based Automated First Break Picking And Quality Control","SEG-2007-1103","conference-paper","Khan, Khalid Amin, Petro Research and Training Institute - Oil and Gas Development Company Ltd",2007,"SEG","'artificial+intelligence'"
"Artificial Intelligence Technique For Automating Seismic Stratigraphic Interpretation","SEG-1986-0187","conference-paper","Shaw, Scott W., Rice University | deFigueiredo, Rui J.P., Rice University",1986,"SEG","'artificial+intelligence'"
"Artificial-Intelligence Approach for Well-To-Well Log Correlation","SPE-1198-0030-JPT","journal-paper","Denney, Dennis, JPT Associate Editor",1998,"SPE","'artificial+intelligence'"
"Evolution of Artificial Intelligence In the Petroleum Industry","SEG-1993-1394","conference-paper","Day, R., ARCO E&P Technology | McCormack, M.D., ARCO E&P Technology",1993,"SEG","'artificial+intelligence'"
"Comparing 5-Different Artificial Intelligence Techniques to Predict Z-Factor","SPE-192354-MS","conference-paper","Salem, Adel, Suez Univesity | Elgibaly, A., Suez Univesity | Attia, M., Suez Univesity | Abdulraheem, Abdulazeez, KFUPM",2018,"SPE","'artificial+intelligence'"
"A Practical Artificial Intelligence Application in EOR Projects","SPE-26248-PA","journal-paper","Elemo, R.O., North Dakota State U. | Elmtalab, Jabbar, North Dakota State U.",1993,"SPE","'artificial+intelligence'"
"Application of Artificial Intelligence to Characterize Naturally Fractured Reservoirs","PETSOC-2005-055","conference-paper","El Ouahed, A. Kouider, Sonatrach Inc. | Djebbar, T., Oklahoma University | Mazouzi, A., Sonatrach Inc. | Sarfaraz, J.A., Oklahoma University",2005,"PETSOC","'artificial+intelligence'"
"Application Of Artificial Intelligence To Problems Of Rock Mechanics","ARMA-84-0483","conference-paper","Dershowitz, William S., M.I.T. | Einstein, Herbert H., M.I.T.",1984,"ARMA","'artificial+intelligence'"
"Application of Artificial Intelligence in Oilfield Operation and Intervention","SPE-181116-MS","conference-paper","Akanji, L. T., University of Aberdeen | Ofi, I., University of Aberdeen",2016,"SPE","'artificial+intelligence'"
"Use of Artificial Intelligence in Well-Test Interpretation","SPE-18160-PA","journal-paper","Allain, Olivier F., Stanford U. | Horne, Roland N., Stanford U.",1990,"SPE","'artificial+intelligence'"
"Using Artificial Intelligence in Estimating Oil Recovery Factor","SPE-175867-MS","conference-paper","Noureldien, Darhim M., Gupco | El-Banbi, Ahmed H., Cairo University",2015,"SPE","'artificial+intelligence'"
"Recent Developments in Application of Artificial Intelligence in Petroleum Engineering","SPE-89033-JPT","journal-paper","Mohaghegh, Shahab D., West Virginia U. and Intelligent Solutions Inc.",2005,"SPE","'artificial+intelligence'"
"Potential Applications for Artificial Intelligence in the Petroleum Industry","SPE-21138-PA","journal-paper","Alegre, Lideniro, Petrobras",1991,"SPE","'artificial+intelligence'"
"Artificial-Intelligence Technology Predicts Relative Permeability of Giant Carbonate Reservoirs","SPE-109018-PA","journal-paper","Al-Fattah, Saud M., Saudi Aramco | Al-Naim, Hamad A., Saudi Aramco",2009,"SPE","'artificial+intelligence'"
"SUPPLEMENTARY/SPE-181382-SUP.pdf","SPE-181382-MS","media","",NA,NA,"'artificial+intelligence'"
"Application of Artificial Intelligence to Reservoir Characterization - An Interdisciplinary Approach","3678","other","Kelkar, B.G. | Gamble, R.F. | Kerr, D.R. | Thompson, L.G. | Shenoi, S.",NA,NA,"'artificial+intelligence'"
"APPLICATION OF ARTIFICIAL INTELLIGENCE TO RESERVOIR CHARACTERIZATION: AN INTERDISCIPLINARY APPROACH","141","other","D. R. Kerr, | ,L. G. Thompson, | ,S. Shenoi, D. R. Kerr, | ,L. G. Thompson, | ,S. Shenoi",NA,NA,"'artificial+intelligence'"
"Estimation of Geomechanical Failure Parameters from Well Logs Using Artificial Intelligence Techniques","SPE-187625-MS","conference-paper","Alloush, R. M., King Fahd University of Petroleum and Minerals | Elkatatny, S. M., King Fahd University of Petroleum and Minerals | Mahmoud, M. A., King Fahd University of Petroleum and Minerals | Moussa, T. M., King Fahd University of Petroleum and Minerals | Ali, A. Z., King Fahd University of Petroleum and Minerals | Abdulraheem, A., King Fahd University of Petroleum and Minerals",2017,"SPE","'artificial+intelligence'"
"Development of New Correlation of Unconfined Compressive Strength for Carbonate Reservoir Using Artificial Intelligence Techniques","ARMA-2017-0428","conference-paper","Tariq, Zeeshan, KFUPM | Elkatatny, S. M., KFUPM | Mahmoud, M. A., KFUPM | Abdulraheem, A., KFUPM | Abdelwahab, A. Z., KFUPM | Woldeamanuel, M., Saudi Aramco | Mohamed, I. M., Advantek Waste Management Services",2017,"ARMA","'artificial+intelligence'"
"Artificial Intelligence for Heavy Oil Assets: The Evolution of Solutions and Organization Capability","SPE-159504-MS","conference-paper","Popa, Andrei Sergiu, Chevron North America Exploration and Production Company | Cassidy, Stephen David, Chevron North America Exploration and Production Company",2012,"SPE","'artificial+intelligence'"
"Accurate Prediction of Pressure Drop in Two-Phase Vertical Flow Systems using Artificial Intelligence","SPE-149035-MS","conference-paper","Al-Shammari, Ahmed, Saudi Aramco",2011,"SPE","'artificial+intelligence'"
"Brittleness Index Prediction From Conventional Well Logs in Unconventional Reservoirs Using Artificial Intelligence","IPTC-18776-MS","conference-paper","Shi, Xian, China University of Petroleum | Liu, Gang, China University of Petroleum | Jiang, Shu, University of Utah | Chen, Lei, Southwest Petroleum University | Yang, Liu, China University of Petroleum",2016,"IPTC","'artificial+intelligence'"
"Fractured Reservoir Characterization Using Streamline-Based Inverse Modeling and Artificial Intelligence Tools","SPE-63067-MS","conference-paper","Barman, Indranil, Reservoir Characterization Research & Consulting, (RC) | Ouenes, Ahmed, Reservoir Characterization Research & Consulting, (RC) | Wang, Mokiang, Reservoir Characterization Research & Consulting, (RC)",2000,"SPE","'artificial+intelligence'"
"Prediction of Inflow Performance Relationship of a Gas Field Using Artificial Intelligence Techniques","SPE-192273-MS","conference-paper","AL-Dogail, Ala S., KFUPM | Baarimah, Salem O., Hadhramout University | Basfar, Salem A., KFUPM",2018,"SPE","'artificial+intelligence'"
"Improving Multiphase Choke Performance Prediction and Well Production Test Validation Using Artificial Intelligence: A New Milestone","SPE-173394-MS","conference-paper","AlAjmi, Mohammed D., Saudi Aramco | Alarifi, Sulaiman A., KFUPM | Mahsoon, Ahmed H., Saudi Aramco",2015,"SPE","'artificial+intelligence'"
"Artificial Intelligence Use To Predict Severe Fluid Losses in Pre-Salt Carbonates","SPWLA-2018-Z","conference-paper","Duarte, Sandra Buzini, Petrobras | De Jesus, Candida Menezes, Petrobras | Da Silva, Viviane Farroco, Petrobras | Arouca Sobreira, Matheus Cafaro, Petrobras | Cristofaro, Raphael Agostin Leite, SimWorx Engineering R&D | de Lima, Larissa, Petrobras | De Mello E Silva, Fernando Gomes, Petrobras | Marques De Sa, Carlos Henrique, Petrobras",2018,"SPWLA","'artificial+intelligence'"
"Estimating Layers Deliverability in Multi-Layered Gas Reservoirs Using Artificial Intelligence","SPE-160893-MS","conference-paper","Alarfaj, M.K., Saudi Aramco | Abdulraheem, A., KFUPM | Al-Majed, A., KFUPM | Hossain, E., KFUPM",2012,"SPE","'artificial+intelligence'"
"Assistant Expert Log Data Analysis System: Applications Of Artificial Intelligence Programming Techniques In Formation Evaluation","SPWLA-1986-SS","conference-paper","Whittaker, A.H., Exploration Logging Inc. | Macpherson, J.D., Exploration Logging Inc.",1986,"SPWLA","'artificial+intelligence'"
"Modeling, History Matching, Forecasting, and Analysis of Shale-Reservoir Performance With Artificial Intelligence","SPE-0911-0060-JPT","journal-paper","Denney, Dennis, JPT Senior Technology Editor",2011,"SPE","'artificial+intelligence'"
"Synergetic Use of Cluster Analysis and Artificial Intelligence Techniques to Improve Reservoir Upscaling","SPE-130190-MS","conference-paper","Rezazadeh, Mehrdad, NIOC | Choobary, Saeedeh Gharib, Abadan Inst. of Technology",2010,"SPE","'artificial+intelligence'"
"Application of Artificial Intelligence to the Design of Offshore Topside Structures","SPE-19378-MS","general","Pek, P.K., School of Mech. and Prod. Engrg. | Soh, A.K., Nanyang Technological Inst. | Soh, C.K., Nanyang Technological Inst.",1989,"SPE","'artificial+intelligence'"
"Investigation of Hydraulic and Natural Fracture Interaction: Numerical Modeling or Artificial Intelligence?","ISRM-ICHF-2013-025","conference-paper","Keshavarzi, Reza, Azad University | Jahanbakhshi, Reza, Azad University",2013,"ISRM","'artificial+intelligence'"
"Real Time Determination of Rheological Properties of Spud Drilling Fluids Using a Hybrid Artificial Intelligence Technique","SPE-192257-MS","conference-paper","Abdelgawad, Khaled, King Fahd University of Petroleum and Minerals | Elkatatny, Salaheldin, King Fahd University of Petroleum and Minerals | Mousa, Tamer, King Fahd University of Petroleum and Minerals | Mahmoud, Mohamed, King Fahd University of Petroleum and Minerals | Patil, Shirish, King Fahd University of Petroleum and Minerals",2018,"SPE","'artificial+intelligence'"
"Hydraulic Unit Estimation From Predicted Permeability and Porosity Using Artificial Intelligence Techniques","SPE-164747-MS","conference-paper","Shujath Ali, Syed, KFUPM | Hossain, M. Enamul, KFUPM | Hassan, Md. Rafiul, KFUPM | Abdulraheem, Abdulazeez, KFUPM",2013,"SPE","'artificial+intelligence'"
"Artificial Intelligence Methods Enhance Formation Testing Accuracy and Efficiency: Challenges and Benefits","SPWLA-2016-I","conference-paper","Xu, Haomin, Baker Hughes | Nieuwoudt, Hermanus, Baker Hughes | Oloyede, Paul, Baker Hughes | Di Miele, Denyse, Baker Hughes",2016,"SPWLA","'artificial+intelligence'"
"[9]5 Well Drilling and Cementing: A Systems Approach, Models and Artificial Intelligence","WPC-24151","conference-paper","Mirzajanzade, A. H., VNIIBT Institute, USSR | Bulatov, A. I., Scientific and Production Association NPO Drilling, USSR | Gusman, A. M., VNIIBT Institute, USSR | Shirinzade, S. A., VNIIBT Institute, USSR",1991,"WPC","'artificial+intelligence'"
"Prediction of Capillary Pressure for Oil Carbonate Reservoirs by Artificial Intelligence Technique","SPE-182173-MS","conference-paper","Busaleh, Yasser R., Saudi Aramco | Abdulraheem, Abdulazeez, KFUPM | Okasha, Taha, Saudi Aramco",2016,"SPE","'artificial+intelligence'"
"Artificial Intelligence Based Estimation of Water Saturation Using Electrical Measurements Data in a Carbonate Reservoir","SPE-172564-MS","conference-paper","Bageri, B.S., all King Fahd University of Petr. & Min. | Anifowose, F.A., all King Fahd University of Petr. & Min. | Abdulraheem, A., all King Fahd University of Petr. & Min.",2015,"SPE","'artificial+intelligence'"
"A New Approach to Characterize CO2 Flooding Utilizing Artificial Intelligence Techniques","SPE-192252-MS","conference-paper","Hassan, Amjed, KFUPM | Elkatatny, Salaheldin, KFUPM | Mahmoud, Mohamed, KFUPM | Abdulraheem, Abdulazeez, KFUPM",2018,"SPE","'artificial+intelligence'"
"SAGITAIRE: An Artificial Intelligence Software Dedicated to the Geotechnical Engineering of Offshore Structures","OTC-6864-MS","conference-paper","Vergobbi, Pierre, Geodia | Puech, Alain, Geodia | Ferrer, Gilles, Inst. Français du Pétrole",1992,"OTC","'artificial+intelligence'"
"A Hybrid Artificial Intelligence Method for the Optimization of Integrated Gas Production System","SPE-100997-MS","conference-paper","Park, Hui-june, Seoul National University | Lim, Jong-Se, Korea Maritime U. | Kang, Joo Myung, Seoul National University | Roh, Jeongyong, Korea National Oil Corporation | Min, Bae-hyun, Seoul National University",2006,"SPE","'artificial+intelligence'"
"Embedded Discrete Fracture Modeling With Artificial Intelligence in Permian Basin","SPE-0518-0063-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2018,"SPE","'artificial+intelligence'"
"Advanced Well Structures: An Artificial Intelligence Approach to Field Deployment and Performance Prediction","SPE-167870-MS","conference-paper","Enyioha, Chukwuka, The Pennsylvania State University | Ertekin, Turgay, The Pennsylvania State University",2014,"SPE","'artificial+intelligence'"
"Feature Selection and Extraction for Well Test Interpretation by an Artificial Intelligence Approach","SPE-19820-MS","conference-paper","Stewart, G., Heriot-Watt U. | Du, Kui Fu, Heriot-Watt U.",1989,"SPE","'artificial+intelligence'"
"Improved And Robust Drilling Simulators Using Past Real-Time Measurements And Artificial Intelligence","SPE-113776-MS","conference-paper","Nybo, Roar, SINTEF Petroleum Research | Bjorkevoll, Knut Steinar, SINTEF Petroleum Research | Rommetveit, Rolv, SINTEF Petroleum Research | Skalle, Pal, Norwegian U. of Science & Tech | Herbert, Mike C., ConocoPhillips Norge",2008,"SPE","'artificial+intelligence'"
"Automating the Oilfield Asset - Artificial-Intelligence-Based Integrated-Production-Management Architecture","SPE-1011-0091-JPT","journal-paper","Denney, Dennis, JPT Senior Technology Editor",2011,"SPE","'artificial+intelligence'"
"Artificial Intelligence: Steps to Transforming Offshore E&P for Vastly Improved Business Outcomes","OTC-28974-MS","conference-paper","Gruss, Alec, Siemens Energy, Inc.",2018,"OTC","'artificial+intelligence'"
"Predicting Production Using a Neural Network (Artificial Intelligence Beats Human Intelligence)","SPE-30202-MS","conference-paper","Boomer, Robert J., Texaco Exploration and Production Inc.",1995,"SPE","'artificial+intelligence'"
"Hybrid Artificial Intelligence Techniques for Automatic Simulation Models Matching with Field Data","SPE-193080-MS","conference-paper","Giuliani, Marco, Eni S.p.a | Cadei, Luca, Eni S.p.a | Montini, Marco, Eni S.p.a | Bianco, Amalia, Eni S.p.a | Niccolai, Alessandro, Politecnico di Milano | Mussetta, Marco, Politecnico di Milano | Grimaccia, Francesco, Politecnico di Milano",2018,"SPE","'artificial+intelligence'"
"Using Artificial Intelligence to Corellate Multiple Seismic Attributes to Reservoir Properties","SPE-56733-MS","conference-paper","Balch, R.S., New Mexico Petroleum Recovery Research Center | Stubbs, B.S., Pecos Petroleum Engineering | Weiss, W.W., | Wo, S., New Mexico Petroleum Recovery Research Center",1999,"SPE","'artificial+intelligence'"
"Application of Artificial Intelligence on Black Shale Lithofacies Prediction in Marcellus Shale, Appalachian Basin","URTEC-1935021-MS","conference-paper","Wang, Guochang, University of Chinese Academy of Sciences | Ju, Yiwen, University of Chinese Academy of Sciences | Carr, Timothy R., West Virginia University | Li, Chaofeng, University of Chinese Academy of Sciences | Cheng, Guojian, Xi’an Shiyou University",2014,"URTEC","'artificial+intelligence'"
"Artificial Intelligence Used to Evaluate 23 Single-well Surfactant Soak Treatments","SPE-89457-MS","conference-paper","Weiss, William W., Correlations Company | Xie, Xina, Correlations Company | Weiss, Jason, Correlations Company | Subramanium, Vishu, Correlations Company | Taylor, Archie, Continental Resources | Edens, Fred, Continental Resources",2004,"SPE","'artificial+intelligence'"
"Risk Reduction In Oil/Gas Exploration By Combining Geomorphological Analysis And Artificial Intelligence","SEG-1998-0640","conference-paper","Guberman, S., Vice President Technology, Digital Oil Technologies, CA, USA | Pikovski, Y., Head Geophysicist, Moscow State University, Russia, FSU | Rantsman, E., Head Scientist, Institute of Geography, Russian Academy of Sciences. Russia, FSU",1998,"SEG","'artificial+intelligence'"
"Applying Artificial Intelligence Techniques to Develop Permeability Predictive Models using Mercury Injection Capillary-Pressure Data","SPE-168109-MS","conference-paper","Nooruddin, Hasan A., Saudi Aramco | Anifowose, Fatai, King Fahd University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals",2013,"SPE","'artificial+intelligence'"
"Interwell Log Correlation Using Artificial Intelligence Approach and Multivariate Statistical Analysis","SPE-54362-MS","conference-paper","Jong-Se, Lim, Seoul Natl. U. | Kang, Joe M., Seoul Natl. U. | Jungwhan, Kim, Korea Natl. Oil Corp.",1999,"SPE","'artificial+intelligence'"
"Video:                  Artificial Intelligence: Steps to Transforming Offshore E&P for Vastly Improved Business Outcomes","OTC-28974-PT","presentation","Gruss, Alec, Siemens Energy, Inc.",2018,"OTC","'artificial+intelligence'"
"Reservoir Development with OCTOPUS: Drainage Plan Decisions Supported by an Artificial Intelligence System","OTC-28209-MS","conference-paper","Cardoso, Marco Antônio, Petrobras | Pacheco, Marco Aurélio, PUC-Rio | Abreu, Ana Carolina, PUC-Rio | Mendonza, Leonardo, UERJ",2017,"OTC","'artificial+intelligence'"
"Improving Operations Performance through Artificial Intelligence, Digital, and Advanced Analytics Applications","SPE-193221-MS","conference-paper","Brun, Anders, McKinsey & Company Inc.",2018,"SPE","'artificial+intelligence'"
"An Application of an Artificial Intelligence Program for Bailing Operation Management in West Virginia","SPE-19317-MS","conference-paper","Yu, J.P., West Virginia U. | Mustafa, A., West Virginia U. | Yang, J.R., West Virginia U. | Zhao, D., West Virginia U. | Suhy, T.E., CNG Transmission Corp. | Hefner, M.H., CNG Transmission Corp.",1989,"SPE","'artificial+intelligence'"
"Prediction of Rock Mechanical Parameters for Hydrocarbon Reservoirs Using Different Artificial Intelligence Techniques","SPE-126094-MS","conference-paper","Abdulraheem, A., KFUPM | Ahmed, M., Schlumberger | Vantala, A., Schlumberger | Parvez, T., KFUPM",2009,"SPE","'artificial+intelligence'"
"A Novel Rheological Hierarchy Optimization Methodology with Artificial Intelligence and Inverse Technique Improves Spacer Design","SPE-184631-MS","conference-paper","Xie, Liangjun, Baker Hughes | Chen, Zhongming, Baker Hughes | Chaudhary, Saleem, Baker Hughes | Alegria, Adriana Estela, Baker Hughes",2017,"SPE","'artificial+intelligence'"
"ROP Optimization Using Artificial Intelligence Techniques with Statistical Regression Coupling","SPE-181382-MS","conference-paper","Mantha, B., University of Houston | Samuel, R., Halliburton",2016,"SPE","'artificial+intelligence'"
"Usage of Artificial Intelligence to Reduce Operational Disruptions of ESPs by Implementing Predictive Maintenance","SPE-192610-MS","conference-paper","Jansen van Rensburg, Nico, Siemens AG Germany",2018,"SPE","'artificial+intelligence'"
"Artificial Intelligence and Data Mining: Enabling Technology for Smart Fields","SPE-0309-014-TWA","journal-paper","Mohaghegh, Shahab D., Intelligent Solutions and West Virginia University",2009,"SPE","'artificial+intelligence'"
"Single Gas Flow Prediction through Chokes using Artificial Intelligence Techniques","SPE-177991-MS","conference-paper","Elhaj, Murtada A., King Fahad University of Petroleum & Minerals | Anifowose, Fatai, King Fahad University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahad University of Petroleum & Minerals",2015,"SPE","'artificial+intelligence'"
"Mapping the Natural Fracture Network in Utica Shale Using Artificial Intelligence (AI)","URTEC-2669739-MS","conference-paper","Mohaghegh, Shahab D., Intelligent Solutions Inc. & West Virginia University",2017,"URTEC","'artificial+intelligence'"
