"book_title","paper_id","dc_type","authors","year","source","keyword"
"Big Data Analytics Workflow to Safeguard ESP Operations in Real-Time","SPE-181224-MS","conference-paper","Gupta, Supriya, Frontender Corporation | Saputelli, Luigi, Frontender Corporation | Nikolaou, Michael, University of Houston",2016,"SPE","'data+analytics'"
"Power Cost Optimization Using Data Analytics-Based Load Forecasting in Upstream O&G Operations","SPE-183722-MS","conference-paper","Hughes, Justin T., GE Oil & Gas | Silvia, Shejuti, GE Oil & Gas | Ahmad, Wajdi, GE Oil & Gas",2017,"SPE","'data+analytics'"
"The Role of Big Data Analytics in Exploration and Production: A Review of Benefits and Applications","SPE-193776-MS","conference-paper","Noshi, Christine I., Texas A&M University | Assem, Ahmed I., Texas A&M University | Schubert, Jerome J., Texas A&M University",2018,"SPE","'data+analytics'"
"An Analytical Model Coupled With Data Analytics to Estimate PDC Bit Wear","SPE-169451-MS","conference-paper","Liu, Z., Halliburton | Marland, C., Halliburton | Li, D., Halliburton | Samuel, R., Halliburton",2014,"SPE","'data+analytics'"
"Improved Operation of Subsea Boosting Systems through Advanced Condition Monitoring and Data Analytics","OTC-28736-MS","conference-paper","Johnsrud, Per Christian, Åge Hofstad | Tømmerberg, Kyrre, Aker Solutions | Haaverstad, Marius, Aker Solutions",2018,"OTC","'data+analytics'"
"Application of Data Analytics to Improve Drilling Performance and Manage Drill Stem Vibrations","SPE-193779-MS","conference-paper","Al Dushaishi, Mohammed, Texas A&M International University | Hellvik, Svein, National Oilwell Varco | Aladasani, Ahmad, Consultant | Alsaba, Mortadha, Australian College of Kuwait | Okasha, Qutaiba, Kuwait Oil Company",2018,"SPE","'data+analytics'"
"Rapid and Comprehensive Artificial Lift Systems Performance Analysis Through Data Analytics, Diagnostics and Solution Evaluation","SPE-192460-MS","conference-paper","Deng, Lichi, Quantum Reservoir Impact LLC | Davani, Ehsan, Quantum Reservoir Impact LLC | Darabi, Hamed, Quantum Reservoir Impact LLC | Suicmez, Vural Sander, Quantum Reservoir Impact LLC | Castiñeira, David, Quantum Reservoir Impact LLC",2018,"SPE","'data+analytics'"
"Using Data Analytics to Maximize Value in the Denver-Julesburg Basin","URTEC-2902938-MS","conference-paper","Repchuk, Kristina, RS Energy Group | Reimchen, Aaron, RS Energy Group | Gregoris, Dane, RS Energy Group",2018,"URTEC","'data+analytics'"
"Integrated Data Analytics and Visualization for Reservoir and Production Performance Management","SPE-192987-MS","conference-paper","Mohan, Richard, ADNOC | Narayanan, Ram, ADNOC | Al Yazeedi, Haifa, ADNOC | Al Naqbi, Tayba, ADNOC | Willems, Maarten, IPCOS | Escorcia, Alvaro, Frontender | Saputelli, Luigi, ADNOC, Frontender | Abdulla, Nada, ADNOC",2018,"SPE","'data+analytics'"
"Data-Analytics Method Helps Engineers Optimize Well Placement Under Uncertainty","SPE-1018-0050-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2018,"SPE","'data+analytics'"
"A Data-Analytics Tutorial: Building Predictive Models for Oil Production in an Unconventional Shale Reservoir","SPE-189969-PA","journal-paper","Schuetter, Jared, Battelle Memorial Institute | Mishra, Srikanta, Battelle Memorial Institute | Zhong, Ming, Baker Hughes | LaFollette, Randy, Baker Hughes (retired)",2018,"SPE","'data+analytics'"
"Use of Data Analytics to Improve Well Placement Optimization Under Uncertainty","SPE-188265-MS","conference-paper","Busby, Daniel, Total SA | Pivot, Frédérik, Total SA | Tadjer, Amine, Total SA",2017,"SPE","'data+analytics'"
"Applying Big Data Analytics to Detect, Diagnose, and Prevent Impending Failures in Electric Submersible Pumps","SPE-181510-MS","conference-paper","Gupta, Supriya, Frontender Corporation | Saputelli, Luigi, Frontender Corporation | Nikolaou, Michael, University of Houston",2016,"SPE","'data+analytics'"
"Big-Data Analytics for Predictive Maintenance Modeling: Challenges and Opportunities","SPE-1016-0071-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2016,"SPE","'data+analytics'"
"Big Data Analytics for Predictive Maintenance Modeling: Challenges and Opportunities","OTC-26275-MS","conference-paper","Santos, I. H. F., Petrobras | Machado, M. M., Petrobras | Russo, E. E., Petrobras | Manguinho, D. M., Petrobras | Almeida, V. T., Petrobras | Wo, R. C., Petrobras | Bahia, M., Petrobras | Constantino, D. J. S., Petrobras",2015,"OTC","'data+analytics'"
"Video:                  Well Performance in New Frontiers: Reducing Risk and Uncertainty through Large Scale Data Analytics","OTC-28934-PT","presentation","Amirlatifi, A., Mississippi State University | Block, G., Advantek International | Abou-Sayed, O., Advantek International | Abou-Sayed, A. S., Advantek International | Zidane, A., Advantek International",2018,"OTC","'data+analytics'"
"Montney Key Drivers: An Integration of Multidisciplinary Data Analytics in a Low-Permeability Reservoir","URTEC-2887170-MS","conference-paper","Hermanson, Kay-Cee, RS Energy Group | Kwan, Morgan, RS Energy Group",2018,"URTEC","'data+analytics'"
"Optimal Planning for Wastewater Disposal Facilities: Application of Geographic Information System and Data Analytics","URTEC-2901874-MS","conference-paper","Jamali, Ali, Texas Tech University | Ettehadtavakkol, Amin, Texas Tech University | Ramirez, Katie, Texas Tech University | Jamal, Shawn, Texas Tech University",2018,"URTEC","'data+analytics'"
"Big Data Analytics for Seismic Fracture Identification, Using Amplitude-Based Statistics","SPE-191668-MS","conference-paper","Udegbe, Egbadon, The Pennsylvania State University | Morgan, Eugene, The Pennsylvania State University | Srinivasan, Sanjay, The Pennsylvania State University",2018,"SPE","'data+analytics'"
"Using Data Analytics to Assess the Impact of Technology Change on Production Forecasting","SPE-191536-MS","conference-paper","Male, Frank, Center for Petroleum and Geosystems Engineering, University of Texas at Austin | Aiken, Chastity, Ifremer, Géosciences Marine - LAD | Duncan, Ian J., Bureau of Economic Geology, University of Texas at Austin",2018,"SPE","'data+analytics'"
"Visual Data Analytics: Morphological Image Processing Approach on the Evaluation of Foamed Cement Quality","SPE-181476-MS","conference-paper","Ding, Bingjie, University of Houston | Samuel, Robello, Halliburton",2016,"SPE","'data+analytics'"
"Use of Data Analytics to Optimize Hydraulic Fracture Locations Along Borehole","SPWLA-2018-v59n6a6","journal-paper","Gupta, Ishank, The University of Oklahoma | Rai, Chandra, The University of Oklahoma | Devegowda, Deepak, The University of Oklahoma | Sondergeld, Carl, The University of Oklahoma",2018,"SPWLA","'data+analytics'"
"Efficient Use of Data Analytics in Optimization of Hydraulic Fracturing in Unconventional Reservoirs","SPE-177549-MS","conference-paper","Temizel, C., Aera Energy | Purwar, S., Halliburton | Abdullayev, A., Halliburton | Urrutia, K., Halliburton | Tiwari, Aditya, Sinem Setenay Erdogan, Turkish Petroleum Corp",2015,"SPE","'data+analytics'"
"Video:                  Improved Operation of Subsea Boosting Systems through Advanced Condition Monitoring and Data Analytics","OTC-28736-PT","presentation","Johnsrud, Per Christian, Åge Hofstad | Tømmerberg, Kyrre, Aker Solutions | Haaverstad, Marius, Aker Solutions",2018,"OTC","'data+analytics'"
"Regional Saltwater Disposal Facility Planning Utilizing Data Analytic Methods","URTEC-2460712-MS","conference-paper","Kronkosky, Chad E., Texas Tech University | Ettehadtavakkol, Amin, Texas Tech University",2016,"URTEC","'data+analytics'"
"From Face Detection to Fractured Reservoir Characterization: Big Data Analytics for Restimulation Candidate Selection","SPE-187328-MS","conference-paper","Udegbe, Egbadon, The Pennsylvania State University | Morgan, Eugene, The Pennsylvania State University | Srinivasan, Sanjay, The Pennsylvania State University",2017,"SPE","'data+analytics'"
"Application of Data Analytics for Production Optimization in Unconventional Reservoirs: A Critical Review","URTEC-2670157-MS","conference-paper","Mishra, Srikanta, Battelle Memorial Institute | Lin, Luan, Battelle Memorial Institute",2017,"URTEC","'data+analytics'"
"Improved Oil Recovery Estimation with Data Analytic Methods: A Workflow for Open Data Analysis","SPE-185740-MS","conference-paper","Kronkosky, Chad E., CEK Engineering LLC, Texas Tech University | Kronkosky, Blake C., StateTech Engineering, Texas Tech University | Ettehadtavakkol, Amin, Texas Tech University",2017,"SPE","'data+analytics'"
"In-Situ Fluid Rheological Behavior Characterization Using Data Analytics Techniques","SPE-189648-MS","conference-paper","Ettehadi, Reza, Baker Hughes, a GE Company | May, Roland, Baker Hughes, a GE Company | Dahl, Thomas, Baker Hughes, a GE Company | Clapper, Dennis, Baker Hughes, a GE Company | Swartwout, Rosa, Baker Hughes, a GE Company",2018,"SPE","'data+analytics'"
"Well Performance in New Frontiers: Reducing Risk and Uncertainty through Large Scale Data Analytics","OTC-28934-MS","conference-paper","Amirlatifi, A., Mississippi State University | Block, G., Advantek International | Abou-Sayed, O., Advantek International | Abou-Sayed, A. S., Advantek International | Zidane, A., Advantek International",2018,"OTC","'data+analytics'"
"Prospect of Water Recycling Facility Requirements for Marcellus: Application of Data Analytics","URTEC-2671618-MS","conference-paper","Ettehadtavakkol, Amin, Texas Tech University | Jamali, Ali, Texas Tech University",2017,"URTEC","'data+analytics'"
"Approach towards Establishing Unified Petroleum Data Analytics Environment to Enable Data Driven Operations Decisions","SPE-181388-MS","conference-paper","David, Richard Mohan, Abu Dhabi Company For Onshore Petroleum Operations Ltd.",2016,"SPE","'data+analytics'"
"Mitigating Vibration Induced Drillstring Failures Using Data Analytics: Workflow and Case Study","SPE-178849-MS","conference-paper","Mirani, Ankit, University of Houston | Samuel, Robello, Halliburton",2016,"SPE","'data+analytics'"
"A Journey Towards Building Real-Time Big Data Analytics Environment for Drilling Operations: Challenges and Lessons Learned","SPE-192285-MS","conference-paper","AlBar, Abdullah H., Saudi Aramco | Alotaibi, Bader M., Saudi Aramco | Asfoor, Hasan M., Saudi Aramco | Nefai, Mohammad S., Saudi Aramco",2018,"SPE","'data+analytics'"
"Fact-Based Re-Frac Candidate Selection and Design in Shale - A Case Study in Application of Data Analytics","URTEC-2433427-MS","conference-paper","Mohaghegh, Shahab D., Intelligent Solutions, Inc. & West Virginia University",2016,"URTEC","'data+analytics'"
"Using Modelling & Data Analytics to Signal Change - Can we Avert a 'Midlife Crisis'","SPE-114115-MS","conference-paper","Durnie, William H., BP Exploration & Production | Harrop, Don, BP Exploration & Production",2008,"SPE","'data+analytics'"
"Learning Reservoir Dynamics Metrics of Improved Oil Recovery Projects by Harnessing Real-Time Analysis and Data Analytics","SPE-190206-MS","conference-paper","Ordonez Bustamante, A. C., U. of Oklahoma | Kabir, C. S., U. of Houston | Reza, Z. A., U. of Oklahoma",2018,"SPE","'data+analytics'"
"WITSML v2.0: Paving the Way for Big Data Analytics Through Improved Data Assurance and Data Organization","SPE-181096-MS","conference-paper","Gidh, Yash, Shell | Deeks, Nigel, Schlumberger | Grovik, Lars Olav, Statoil | Johnson, David, Petrolink | Arumugam, Sethupathi, Infosys | Schey, Jana, Energistics | Hollingsworth, Jay, Energistics",2016,"SPE","'data+analytics'"
"Need for Speed: Data Analytics Coupled to Reservoir Characterization Fast Tracks Well Completion Optimization","SPE-189790-MS","conference-paper","Pankaj, Piyush, Schlumberger | Geetan, Steve, EP Energy Corporation | MacDonald, Richard, EP Energy Corporation | Shukla, Priyavrat, Schlumberger | Sharma, Abhishek, Schlumberger | Menasria, Samir, Schlumberger | Judd, Tobias, Schlumberger",2018,"SPE","'data+analytics'"
"SUPPLEMENTARY/OTC-26274-SUP.pdf","OTC-26274-MS","media","",NA,NA,"'data+analytics'"
"Utilizing a Data Analytics Workflow to Optimize Completion Practices While Leveraging Public Data: A Permian Basin Case Study","SPE-191416-MS","conference-paper","Olaoye, Olubiyi, Premier Oilfield Group | Zakhour, Nancy, Occidental Oil and Gas",2018,"SPE","'data+analytics'"
"Real-Time Bit Wear Monitoring and Prediction Using Surface Mechanics Data Analytics: A Step Toward Digitization Through Agile Development","SPE-189602-MS","conference-paper","Liu, Yu, Shell International Exploration and Production Inc | Kibbey, Justin, Shell International Exploration and Production Inc | Bai, Yanbin, Shell International Exploration and Production Inc | Wu, Xianping, Shell International Exploration and Production Inc",2018,"SPE","'data+analytics'"
"Integrated Stochastic Workflow for Optimum Well Spacing With Data Analytics, Pilots, Geomechanical-Reservoir Modeling, and Economic Analysis","URTEC-2902138-MS","conference-paper","Cao, Richard, Shell Exploration and Production Co. | Chen, Chaohui, Shell International Exploration and Production Inc. | Li, Ruijian, Shell Exploration and Production Co. | Firincioglu, Tuba, Nitec LLC | Ozgen, Chet, Nitec LLC | Croft, Tyler, Shell Exploration and Production Co. | Kathel, Prateek, Shell Exploration and Production Co. | Girardi, Alejandro, Shell Exploration and Production Co.",2018,"URTEC","'data+analytics'"
"Video:                  Rethinking Appraisal: Identification of Pre- and Post-Sanction Uncertainty Drivers in Deep and Ultra Deep Gulf of Mexico Fields Using Data Mining and Data Analytics","OTC-28945-PT","presentation","Amirlatifi, A., Mississippi State University | Mills, J. R., DeepStar Committee-BP | Abou-Sayed, O., Advantek International | Block, G., Advantek International | Abou-Sayed, A. S., Advantek International | Zidane, A., Advantek International",2018,"OTC","'data+analytics'"
"Applying Real Time Data Analytics to Early Detect Underreamer Failure During Hole Enlargement While Drilling at Deepwater Gulf of Mexico","OTC-27575-MS","conference-paper","Wu, Xianping, Shell International Exploration and Production | Liu, Yu, Shell International Exploration and Production | Martinez, Manny, Shell International Exploration and Production",2017,"OTC","'data+analytics'"
"A Unified Framework for Implementing Business Intelligence, Real-time Operational Intelligence and Big Data Analytics for Upstream Oil Industry Operators","SPE-167410-MS","conference-paper","Akoum, Mohamad, ADCO | Mahjoub, Alaa, ADCO",2013,"SPE","'data+analytics'"
"Rethinking Appraisal: Identification of Pre- and Post-Sanction Uncertainty Drivers in Deep and Ultra Deep Gulf of Mexico Fields Using Data Mining and Data Analytics","OTC-28945-MS","conference-paper","Amirlatifi, A., Mississippi State University | Mills, J. R., DeepStar Committee-BP | Abou-Sayed, O., Advantek International | Block, G., Advantek International | Abou-Sayed, A. S., Advantek International | Zidane, A., Advantek International",2018,"OTC","'data+analytics'"
"Casing Failure Data Analytics: A Novel Data Mining Approach in Predicting Casing Failures for Improved Drilling Performance and Production Optimization","SPE-191570-MS","conference-paper","Noshi, C. I., Texas A&M University | Noynaert, S. F., Texas A&M University | Schubert, J. J., Texas A&M University",2018,"SPE","'data+analytics'"
"Using Data Analytics on Dimensionless Numbers to Predict the Ultimate Recovery Factors for Different Drive Mechanisms of Gulf of Mexico Oil Fields","SPE-187269-MS","conference-paper","Talluru, Gowtham, Mewbourne School of Petroleum and Geological Engineering, University of Oklahoma | Wu, Xingru, Mewbourne School of Petroleum and Geological Engineering, University of Oklahoma",2017,"SPE","'data+analytics'"
"Using Data Analytics to Understand the Impact of Enhanced Completion Designs and Production Trends Within the Wattenberg Field, Denver-Julesburg Basin, Colorado","URTEC-2691890-MS","conference-paper","Reimchen, Aaron, RS Energy Group | Gregoris, Dane, RS Energy Group | Scott, Gibson, RS Energy Group | Repchuk, Kristina, RS Energy Group | Lepore, Justin, RS Energy Group",2017,"URTEC","'data+analytics'"
"A Framework-Oriented Approach for Determining Attribute Importance When Building Effective Predictive Models for Oil and Gas Data Analytics","SPE-166304-MS","conference-paper","Dursun, Serkan, Halliburton | Rangarajan, Keshava, Halliburton | Singh, Amit, Halliburton",2013,"SPE","'data+analytics'"
"Video:                  Applying Real Time Data Analytics to Early Detect Underreamer Failure During Hole Enlargement While Drilling at Deepwater Gulf of Mexico","OTC-27575-PT","presentation","Wu, Xianping, Shell International Exploration and Production | Liu, Yu, Shell International Exploration and Production | Martinez, Manny, Shell International Exploration and Production",2017,"OTC","'data+analytics'"
"Video:                  Casing Failure Data Analytics: A Novel Data Mining Approach in Predicting Casing Failures for Improved Drilling Performance and Production Optimization","SPE-191570-PT","presentation","Noshi, C. I., Texas A&M University | Noynaert, S. F., Texas A&M University | Schubert, J. J., Texas A&M University",2018,"SPE","'data+analytics'"
"Video:                  Application of an Advanced Data Analytics Methodology to Predict Hydrocarbon Recovery Factor Variance Between Early Phases of Appraisal and Post-Sanction in Gulf of Mexico Deep Offshore Assets","OTC-27127-PT","presentation","Gupta, S., Frontender Corporation | Saputelli, L. A., Frontender Corporation | Verde, A., Frontender Corporation | Vivas, J. A., Frontender Corporation | Narahara, G. M., DeepStar – Chevron",2016,"OTC","'data+analytics'"
"Data Analytics and Statistical Hypothesis Testing: Making the Difference between Passing or Failing a Wet Gas Multiphase Flow Meter in a Field Trial Test","SPE-177992-MS","conference-paper","Ruvalcaba Velarde, Salvador A., Saudi Aramco | Villegas Rodriguez, Ruben, Saudi Aramco | Asiri, Mohammed A., Saudi Aramco",2015,"SPE","'data+analytics'"
"Applying Big Data Analytics to Logistics Processes of Oil and Gas Exploration and Production Through a Hybrid Modeling and Simulation Approach","OTC-26274-MS","conference-paper","Sousa, C. J. N., Petrobras | Santos, I. H. F., Petrobras | Almeida, V. T., Petrobras | Almeida, A. R., Petrobras | Silva, G. M., Petrobras | Ciarlini, A. E., EMC Brazil R&D Center | Prado, A., EMC Brazil R&D Center | Senra, R. D. A., EMC Brazil R&D Center",2015,"OTC","'data+analytics'"
"Application of an Advanced Data Analytics Methodology to Predict Hydrocarbon Recovery Factor Variance Between Early Phases of Appraisal and Post-Sanction in Gulf of Mexico Deep Offshore Assets","OTC-27127-MS","conference-paper","Gupta, S., Frontender Corporation | Saputelli, L. A., Frontender Corporation | Verde, A., Frontender Corporation | Vivas, J. A., Frontender Corporation | Narahara, G. M., DeepStar – Chevron",2016,"OTC","'data+analytics'"
"Optimization of Completion and Well Spacing for Development of Multi-Stacked Reservoirs Using Integration of Data Analytics, Geomechanics and Reservoir Flow Modeling","URTEC-2897656-MS","conference-paper","Min, Kyoung Suk, Anadarko Petroleum Corporation | Sen, Vikram, Anadarko Petroleum Corporation | Ji, Lujun, Anadarko Petroleum Corporation | Sullivan, Richard B., Anadarko Petroleum Corporation",2018,"URTEC","'data+analytics'"
"Video:                  Modeling and Data Analytics Workflow From Delineation to Development: A Case Study Utilizing Limited Data in the Extensional Deep Dry Utica Shale Play of Pennsylvania","SPE-191468-PT","presentation","Passman, Andrea, CNX Resources",2018,"SPE","'data+analytics'"
"Modeling and Data Analytics Workflow From Delineation to Development: A Case Study Utilizing Limited Data in the Extensional Deep Dry Utica Shale Play of Pennsylvania","SPE-191468-MS","conference-paper","Passman, Andrea, CNX Resources",2018,"SPE","'data+analytics'"
"Future Workforce Education through Big Data Analysis for Drilling Optimization","SPE-184739-MS","conference-paper","Zhou, Y., The University of Texas at Austin | Baumgartner, T., The University of Texas at Austin | Saini, G., The University of Texas at Austin | Ashok, P., The University of Texas at Austin | Oort, E. van, The University of Texas at Austin | Isbell, M. R., Hess Corporation | Trichel, D. K., Hess Corporation",2017,"SPE","'data+analytics'"
"Video:                  2018 SPE Annual Technical Conference and Exhibition Opening General Session","SPE-195157-PT","presentation","Spady, Darcy,",2018,"SPE","'data+analytics'"
"It's Raining Barrels: Cloud Computing in the O&G Industry","SPE-192515-MS","conference-paper","Kumar, Arvind, Schlumberger | Dutt, Ankit, Schlumberger | Nahar, Siddhartha, Schlumberger | Batshas, Siddhanta, Schlumberger | Majumdar, Chandan, Schlumberger | Saraiya, Rasesh, Schlumberger | Sarkar, Subhadeep, Schlumberger | Chatterjee, Chandreyi, Schlumberger",2018,"SPE","'data+analytics'"
"Accelerating the Uptake Cycle Through Collaboration, Outsourcing","SPE-1016-0040-JPT","journal-paper","Jacobs, Trent, JPT Senior Technology Writer",2016,"SPE","'data+analytics'"
"Data Ethics in Oil and Gas Operations","SPE-190117-MS","conference-paper","Ershaghi, Iraj, University of Southern California | Ershaghi, Milad A., | Popa, Andrei, Chevron",2018,"SPE","'data+analytics'"
"Time To Enlist in the Analytics Army","SPE-0618-0033-JPT","journal-paper","Rassenfoss, Stephen, JPT Emerging Technology Senior Editor",2018,"SPE","'data+analytics'"
"A Class Based Approach for Utilizing Existing Data to Demonstrate Compliance and Equipment Availability","OTC-27927-MS","conference-paper","Torstensen, Are, DNVGL | John, Michael, Transocean Offshore Inc.",2017,"OTC","'data+analytics'"
"Guest Editorial: Putting the Power Into Empowerment To Drive Digitalization","SPE-0818-0014-JPT","journal-paper","Heilmann, Matthias, Baker Hughes",2018,"SPE","'data+analytics'"
"E&P Notes (March 2017)","SPE-0317-0024-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor | Parshall, Joel, JPT Features Editor",2017,"SPE","'data+analytics'"
"Transformation, Interpolation, Regression Diagnostics, Graphical Displays And Qv - Porosity Relations","SPWLA-1984-KK","conference-paper","Langeland, Thore, Statoil | Flotre, John Olav, Statoil",1984,"SPWLA","'data+analytics'"
"Drilling Through Data: Automated Kick Detection Using Data Mining","SPE-193687-MS","conference-paper","Alouhali, Raed, Saudi Aramco | Aljubran, Mohammad, Saudi Aramco | Gharbi, Salem, Saudi Aramco | Al-yami, Abdullah, Saudi Aramco",2018,"SPE","'data+analytics'"
"Digital Twin Bridging Intelligence Among Man, Machine and Environment","OTC-28480-MS","conference-paper","Poddar, Tushar, Energise Futures Pte Ltd",2018,"OTC","'data+analytics'"
"Smart and Automated Workover Candidate Selection","SPE-181072-MS","conference-paper","Zangl, Georg, myr:conn solutions GmbH | Neuhofer, Lisa, myr:conn solutions GmbH | Zabel, David, myr:conn solutions GmbH | Tippel, Philipp, OMV-Petrom Romania SA | Pantazescu, Cosmin-Ionut, OMV-Petrom Romania SA | Krcmarik, Vladimir, OMV-Petrom Romania SA | Krenn, Lisa, Mining University Leoben | Hachmöller, Barbara, Mining University Leoben",2016,"SPE","'data+analytics'"
"Mining FracFocus and Production Data for Efficacy of Fracturing Fluid Formulations","SPE-191787-18ERM-MS","conference-paper","Luo, Hongyu, Isoproppant LLC | Zhang, Yongqiang, Isoproppant LLC",2018,"SPE","'data+analytics'"
"Big Data in Exploration and Production: Real-Time Adaptive Analytics and Data-Flow Architecture","SPE-163721-MS","conference-paper","Brule, Michael R, IBM",2013,"SPE","'data+analytics'"
