"book_title","paper_id","dc_type","authors","year","source","keyword"
"Intelligent Completion Systems: Reservoir Rationale","SPE-1098-0050-JPT","journal-paper","Denney, Dennis, JPT Associate Editor",1998,"SPE","'intelligent'"
"Intelligent Pipeline Design and Construction","SPE-127880-MS","conference-paper","Burke, Raymond N., Pipestream Inc | Ody, Thomas, Pipestream Inc",2010,"SPE","'intelligent'"
"Intelligent Systems Can Design Optimum Fracturing Jobs","SPE-57433-MS","conference-paper","Mohaghegh, Shahab, West Virginia University | Popa, Andrei, West Virginia University | Ameri, Sam, West Virginia University",1999,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2011)","SPE-0511-0076-JPT","journal-paper","Alves, Iberê, Petrobras",2011,"SPE","'intelligent'"
"Acoustic Fracture Characterisation - Intelligent Interpretation","SPWLA-2017-V","conference-paper","Market, Jennifer, Weatherford | Ramos, Loraine, Weatherford | Harris, Nicole, Weatherford | Patino Suarez, Cesar A., Ecopetrol S.A.",2017,"SPWLA","'intelligent'"
"Overview: Intelligent Fields Technology (August 2006)","SPE-0806-0042-JPT","journal-paper","Gomersall, Sam, Digital Energy Exchange",2006,"SPE","'intelligent'"
"Valuation Models for Intelligent Strategies","SPE-112237-MS","conference-paper","Govia, Delfina M., Resources2 Energy | Carpenter, Kevin, Decision Strategies",2008,"SPE","'intelligent'"
"Integrating Seismic Monitoring and Intelligent Wells","SPE-62878-MS","conference-paper","Mjaaland, Svein, SINTEF Petroleum Research | Wulff, Angelika-M., SINTEF Petroleum Research | Causse, Emmanuel, SINTEF Petroleum Research | Nyhavn, Fridtjof, SINTEF Petroleum Research",2000,"SPE","'intelligent'"
"An Intelligent Plaform To Manage Offshore Assets","SPE-124514-MS","conference-paper","Piovesan, Carol Michelle, ARINC",2009,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2014)","SPE-0514-0116-JPT","journal-paper","Hudson, John, Shell",2014,"SPE","'intelligent'"
"Intelligent Completion in Laterals Becomes a Reality","SPE-0518-0058-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2018,"SPE","'intelligent'"
"Intelligent Completion in Laterals Becomes a Reality","SPE-183949-MS","conference-paper","Bouldin, Brett, Saudi Aramco | Turner, Robert, Saudi Aramco | Bellaci, Isidore, Saudi Aramco | Abu Ahmad, Yousif, Saudi Aramco | Dyer, Steven, Schlumberger | Oliveira, Thales, Schlumberger | Bin Al-Sheikh, Ali, Schlumberger",2017,"SPE","'intelligent'"
"Na Kika Intelligent Wells - Design and Construction","SPE-1004-0045-JPT","journal-paper","Denney, Dennis, JPT Technology Editor",2004,"SPE","'intelligent'"
"Na Kika Intelligent Wells - Design and Construction","SPE-90215-MS","conference-paper","Stair, C.D., Shell International E&P | Dawson, M.E.P., Halliburton Energy Services, Inc. | Jacob, S., WellDynamics, Inc.",2004,"SPE","'intelligent'"
"Intelligent Well Interface Standardisation (IWIS)","SUT-SCADA-02-093","conference-paper","Baird, R., Shell Global Solutions International BV",2002,"SUT","'intelligent'"
"Reliable and Interventionless Intelligent Well Completion","SPE-0902-0070-JPT","journal-paper","Bybee, Karen, JPT Assistant Technology Editor",2002,"SPE","'intelligent'"
"An Intelligent Portable Digital Logging System","SEG-1985-0081","conference-paper","Tago, Kohichi, OYO Corp., Japan | Fujii, Seishi, OYO Corp., Japan | Tanaka, Kenji, OYO Corp., Japan | Miura, Hidetoshi, OYO Corp., Japan",1985,"SEG","'intelligent'"
"Integrating Seismic Monitoring and Intelligent Wells","SPE-1000-0049-JPT","journal-paper","Denney, Dennis, JPT Technology Editor",2000,"SPE","'intelligent'"
"Intelligent Well Technology in Mature Assets","SPE-71822-MS","conference-paper","Akram, Navid, Shell U.K. Exploration and Production Ltd. | Hicking, Steve, Shell U.K. Exploration and Production Ltd. | Blythe, Paul, Shell U.K. Exploration and Production Ltd. | Kavanagh, Peter, Shell U.K. Exploration and Production Ltd. | Reijnen, Paul, Shell U.K. Exploration and Production Ltd. | Mathieson, Derek, WellDynamics International Ltd.",2001,"SPE","'intelligent'"
"The Intelligent Oilfield - Point Of View","OMC-2007-171","conference-paper","Matson, J.R., IBM Global Business Solutions | Krome, J.D., IBM Global Business Solutions",2007,"OMC","'intelligent'"
"Zonal Rate Allocation in Intelligent Wells","SPE-121055-MS","conference-paper","Muradov, Khafiz Mikhailovich, Heriot Watt University | Davies, David R., Heriot Watt University",2009,"SPE","'intelligent'"
"Intelligent Diagnosis of Rod Pumping Problems","SPE-26516-MS","conference-paper","Alegre, Lideniro, Petrobras S.A. | Morooka, C.K., State U. of Campinas | da Rocha, A.F., State U. of Campinas",1993,"SPE","'intelligent'"
"Intelligent Control For Remotely Operated Vehicles","SUT-AUTOE-v22-097","conference-paper","Russell, G.T., Heriot-Watt University",1990,"SUT","'intelligent'"
"Intelligent Systems Application: Field Drilling Procedures","SPE-22303-MS","conference-paper","Kendall, H.A., Amoco Production Co.",1991,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2018)","SPE-0518-0057-JPT","journal-paper","Hudson, John, Shell",2018,"SPE","'intelligent'"
"Intelligent Energy: A Strategic Inflection Point","SPE-170630-MS","conference-paper","Lochmann, Mark, OVS Group | Brown, Ian, Platts",2014,"SPE","'intelligent'"
"Unconventional hydrocarbons: Intelligent Integration and Operation","SPE-129112-MS","conference-paper","Tye, Benjamin Spencer, UIPC UK LTD",2010,"SPE","'intelligent'"
"Overview: Intelligent Fields Technology (August 2007)","SPE-0807-0046-JPT","journal-paper","Gomersall, Sam, Digital Energy Exchange",2007,"SPE","'intelligent'"
"Networking Intelligent Subsea Completions Using Industrial Standards","SPE-71532-MS","conference-paper","Hiron, Stephane, Schlumberger",2001,"SPE","'intelligent'"
"What Is Next for Intelligent Energy?","SPE-1013-0020-JPT","journal-paper","Al-Mulhim, Waleed, Saudi Aramco | Mubarak, Saeed M., Saudi Aramco | Bonilla, Juan Carlos G., Schlumberger Information Solutions",2013,"SPE","'intelligent'"
"Efficient Intelligent Well Cleanup using Downhole Monitoring","SPE-122231-MS","conference-paper","Olowoleru, David Kolawole, | Muradov, Khafiz Mikhailovich, Heriot Watt University | Al-khelaiwi, Faisal T., Heriot Watt University | Davies, David R., Heriot Watt University",2009,"SPE","'intelligent'"
"Intelligent monitoring? Bore Hole Gravity Measurements!","SPE-99554-MS","conference-paper","Loermans, Antonius M., Saudi Aramco | Kelder, Oscar, Saudi Aramco",2006,"SPE","'intelligent'"
"Intelligent Completion or Well Intervention Robot?","SPE-188880-MS","conference-paper","Correa, Nathalia Alves, UDESC | Barcelos, Tadeu Franca Pires, UNISANTOS | Miura, Kazuo, U_Tokyo | Mendes, Jose Ricardo Pelaquim, UNICAMP",2017,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2013)","SPE-0513-0112-JPT","journal-paper","Hudson, John, Shell",2013,"SPE","'intelligent'"
"Reservoir Characterization Using Intelligent Seismic Inversion","SPE-98012-MS","conference-paper","Artun, Emre, | Mohaghegh, Shahab D., West Virginia U. | Toro, Jaime, West Virginia U. | Wilson, Tom, West Virginia U. | Sanchez, Alejandro, Anadarko Corporation",2005,"SPE","'intelligent'"
"Acoustic Firing for Intelligent Reservoir Perforation","SPE-183282-MS","conference-paper","Shumakov, Y., Schlumberger | Munro, J., Schlumberger | Hollaender, F., Schlumberger | Giordano, P., Schlumberger",2016,"SPE","'intelligent'"
"Development of Intelligent Tunnel Displacement Evaluation","ISRM-SINOROCK-2009-144","conference-paper","Grossauer, K., Graz University of Technology | Schubert, W., Graz University of Technology",2009,"ISRM","'intelligent'"
"Smart Operations with Intelligent Well Systems","SPE-126246-MS","conference-paper","Cullick, A. Stan, Halliburton | Sukkestad, Tor, Halliburton",2010,"SPE","'intelligent'"
"Wireless Reservoir Surveillance Using Intelligent Tracers","SPE-152660-MS","conference-paper","Williams, Brock, Resman USA | Vilela, Alvaro, Resman",2012,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2015)","SPE-0515-0102-JPT","journal-paper","Hudson, John, Shell",2015,"SPE","'intelligent'"
"Intelligent Completion Systems -- The Reservoir Rationale","SPE-50587-MS","conference-paper","Jalali, Y., Schlumberger Wireline & Testing | Bussear, T., Baker Oil Tools | Sharma, S., Schlumberger Wireline & Testing",1998,"SPE","'intelligent'"
"Intelligent Well Automation - Design and Practice","SPE-103082-MS","conference-paper","Mathieson, Derek, WellDynamics Inc. | Giuliani, Corrado, WellDynamics International",2006,"SPE","'intelligent'"
"Intelligent Recognition of Rock Mechanical Models","ISRM-12CONGRESS-2011-397","conference-paper","Yang, C.X., Northeastern University | Feng, X.T., Northeastern University | Chen, B.R., Chinese Academy of Sciences",2011,"ISRM","'intelligent'"
"Wireless Reservoir Surveillance Using Intelligent Tracers","OTC-23282-MS","conference-paper","Williams, Brock, RESMAN USA | Nyhavn, Fridtjof, ResMan AS",2012,"OTC","'intelligent'"
"Intelligent Approach of Rod Pumping Problems","SPE-26253-MS","conference-paper","Alegre, Lideniro, Petrobras | Da Rocha, A.F., State U. of Campinas | Morooka, C.K., State U. of Campinas",1993,"SPE","'intelligent'"
"Hydraulically-Actuated Intelligent Completions: Development and Applications","OTC-11933-MS","conference-paper","Hodges, Steven, Baker Oil Tools | Olin, Greg, Baker Oil Tools | Sides, Winfield, Baker Oil Tools",2000,"OTC","'intelligent'"
"Quantifying the Intelligent Field Added Values","SPE-167439-MS","conference-paper","Husain, Z. B., Saudi Aramco | Hajri, M. A., Saudi Aramco",2013,"SPE","'intelligent'"
"Video:                  Intelligent Software Agents: Sensor Integration and Response","OTC-24231-PT","presentation","Lee, Ronald W, Oak Ridge National Laboratory | Kulesz, James J, Oak Ridge National Laboratory",2013,"OTC","'intelligent'"
"Data Security Promotes Improved Intelligent Drilling","SPE-167904-MS","conference-paper","Cavazos, Catherine, National Oilwell Varco",2014,"SPE","'intelligent'"
"Engineered Reliability for Intelligent Well Systems","OTC-13031-MS","conference-paper","Veneruso, Anthony F., Schlumberger | Kosmala, Alexandre G., Schlumberger | Bhavsar, R., Schlumberger | Bernard, Larry J., Schlumberger | Pecht, Michael, U. of Maryland",2001,"OTC","'intelligent'"
"Intelligent Software Agents: Sensor Integration and Response","OTC-24231-MS","conference-paper","Lee, Ronald W, Oak Ridge National Laboratory | Kulesz, James J, Oak Ridge National Laboratory",2013,"OTC","'intelligent'"
"Intelligent Systems To Design Optimum Fracture Treatments","SPE-1099-0030-JPT","journal-paper","Denney, Dennis, JPT Technology Editor",1999,"SPE","'intelligent'"
"Shaping the Industry's Approach to Intelligent Energy","SPE-0306-0040-JPT","journal-paper","Langley, Diane, JPT Features Editor",2006,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2009)","SPE-0509-0056-JPT","journal-paper","Alves, Iberê, Petrobras",2009,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2008)","SPE-0508-0060-JPT","journal-paper","Borgman, Russell, ConocoPhillips",2008,"SPE","'intelligent'"
"Intelligent Energy - Changing How Work Gets Done.","SPE-167497-MS","conference-paper","Quaadgras, A., MIT - Centre for Information Systems Research | Edwards, A. R., StepChange Global Ltd",2013,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2012)","SPE-0512-0098-JPT","journal-paper","Hudson, John, Shell",2012,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2010)","SPE-0510-0048-JPT","journal-paper","Alves, Iberê, Petrobras",2010,"SPE","'intelligent'"
"Oilfield Automation Using Intelligent Well Technology","SPE-135657-MS","conference-paper","Pande, Anil, Infosys Technologies Limited | Morrison, Mark, | Bristow, Richard,",2010,"SPE","'intelligent'"
"Intelligent Well Technology in Mature Assets","SPE-0902-0066-JPT","journal-paper","Bybee, Karen, JPT Assistant Technology Editor",2002,"SPE","'intelligent'"
"Technology Focus: Intelligent Fields Technology (May 2017)","SPE-0517-0060-JPT","journal-paper","Hudson, John, Shell",2017,"SPE","'intelligent'"
"Evaluating the Performance of Intelligent Completions","SPE-150408-MS","conference-paper","Yadav, Varun, Rajiv Gandhi Inst Of Petr Tech | Surya, Neha, Rajiv Gandhi Inst Of Petr Tech",2012,"SPE","'intelligent'"
"Intelligent-Well-Monitoring Systems: Review and Comparison","SPE-0912-0075-JPT","journal-paper","Denney, Dennis, JPT Senior Technology Editor",2012,"SPE","'intelligent'"
"Predicting the Reservoir Response to Intelligent Wells","SPE-65143-MS","conference-paper","Thompson, I.M., Halliburton Energy Services Inc. | Sarkar, R., Halliburton Energy Services Inc. | Parker, E.D., Landmark Graphics Corporation",2000,"SPE","'intelligent'"
"Intelligent Field Data Management: Case Study","SPE-149040-MS","conference-paper","Naser, N.A., Saudi Aramco | Awaji, M.A., Saudi Aramco",2011,"SPE","'intelligent'"
"Intelligent Drilling: a Prospective Technology of Tomorrow","SPE-103781-MS","conference-paper","Hu, Qin, Southwest Petroleum University | Qingyou, Liu, Southwest Petroleum Inst.",2006,"SPE","'intelligent'"
"Intelligent prediction of reservoir fluid viscosity","SPE-106764-MS","conference-paper","Hajizadeh, Yasin, Islamic Azad U-Omidiye",2007,"SPE","'intelligent'"
"Retrieval of Intelligent Completions Challenges and Solution","SPE-189325-MS","conference-paper","Kamal, Syed Muhammed Mansoor, Saudi Aramco | Teran, Juan M. Polo, Saudi Aramco | M. Adamawi, Marwan, Saudi Aramco | Qazi, Muhammed Qasim, Saudi Aramco",2018,"SPE","'intelligent'"
"Intelligent Interfaces for Reservoir Simulators","SPE-19135-MS","conference-paper","Guerillot, D.R., Inst. Francais du Petrole | Blanc, G.A., Franlab | Madre, V., Franlab",1989,"SPE","'intelligent'"
"Intelligent Energy: A Strategic Inflection Point","SPE-170630-PA","journal-paper","Lochmann, Mark, Consultant to OVS Group | Brown, Ian, Baker Hughes",2016,"SPE","'intelligent'"
"Production Optimization With Intelligent Wells","SPE-107261-MS","conference-paper","Emerick, Alexandre Anoze, Petrobras | Portella, Ricardo Cunha Mattos, Petrobras S.A.",2007,"SPE","'intelligent'"
"Intelligent Drill Pipe Creates the Drilling Network","SPE-80454-MS","conference-paper","Jellison, Michael J., Grant Prideco | Hall, David R., IntelliServ",2003,"SPE","'intelligent'"
"Innovation: The Intelligence Behind Intelligent Completions","SPE-0413-0014-JPT","journal-paper","Imomoh, Egbert, 2013 SPE President",2013,"SPE","'intelligent'"
"Prediction of Temperature Distribution in Intelligent Wells","SPE-114772-MS","conference-paper","Muradov, Khafiz Mikhailovich, Heriot Watt University | Davies, David R., Heriot Watt University",2008,"SPE","'intelligent'"
"Optimization of Recovery Using Intelligent Completions in Intelligent Fields (Russian)","SPE-188993-RU","conference-paper","Abdullayev, Azer, Halliburton | Kedia, Rachit, Halliburton | Urakov, Askar, Maersk Oil | Temizel, Cenk, Aera Energy",2017,"SPE","'intelligent'"
"Intelligent Wells to Intelligent Fields: Remotely Operated Smart Well Completions in Haradh-III","SPE-112226-MS","conference-paper","Al-Zahrani, Rashad, ARAMCO | Al-Arnaout, Ibrahim H., Saudi Aramco | Jacob, Suresh, | Rahman, Zuhed Abdul, WellDynamics Inc.",2008,"SPE","'intelligent'"
"SUPPLEMENTARY/SPE-181730-SUP.pdf","SPE-181730-MS","media","",NA,NA,"'intelligent'"
"An Intelligent Systems Approach to Reservoir Characterization","27134","other","Shahab Mohaghegh, West Virginia University | Tom Mroz, NETL",NA,NA,"'intelligent'"
"An Intelligent Systems Approach to Reservoir Characterization","2122","other","Thomas Mroz, Shahab Mohaghegh",NA,NA,"'intelligent'"
"An Intelligent Systems Approach to Reservoir Characterization","4092","other","Shahab D. Mohaghegh Jaime Toro , Shahab D. Mohaghegh Jaime Toro | Thomas H. Wilson , Thomas H. Wilson | Emre Artun , Emre Artun | Alejandro Sanchez , Alejandro Sanchez | Sandeep Pyakurel , Sandeep Pyakurel",NA,NA,"'intelligent'"
"An intelligent inspection and survey robot. Volume 1","3222","other",",",NA,NA,"'intelligent'"
"Impact of Intelligent Wells on Oilfield Scale Management","SPE-100112-MS","conference-paper","Kavle, Vinod Manik, Schlumberger | Elmsallati, Salem Mohamed, Heriot-Watt University | Mackay, Eric James, Heriot-Watt University | Davies, David R., Heriot-Watt University",2006,"SPE","'intelligent'"
"Developing an Intelligent Sensor for Monitoring Pipeline-System Integrity","SPE-1209-0071-JPT","journal-paper","Denney, Dennis, JPT Senior Technology Editor",2009,"SPE","'intelligent'"
"Integrated Reservoir Management in an Intelligent Well Environment","SPE-77853-MS","conference-paper","Martinez, J.K., WellDynamics International, Ltd. | Konopczynski, M.R., WellDynamics International, Ltd.",2002,"SPE","'intelligent'"
"Reliability Assurance, Managing The Growth Of Intelligent Completion Technology","SPE-84327-MS","conference-paper","Mathieson, Derek, WellDynamics | Rogers, John, WellDynamics | Rajagopalan, Shashidhar, WellDynamics | McManus, Robert, WellDynamics",2003,"SPE","'intelligent'"
"Implementing Intelligent Well Completion in Brown Field Development","SPE-77657-MS","conference-paper","Johnstone, Stuart, BP | Duncan, Gavin, Acer Kvaerner | Corrado, Giuliani, WellDynamics Inc. | Denholm, Allan, WellDynamics Inc.",2002,"SPE","'intelligent'"
"Managing Fields Using Intelligent Surveillance, Production Optimisation and Collaboration","SPE-150079-MS","conference-paper","Van Den Berg, Frans G., Shell Intl. E&P Co. | Mabian, Andrew Francis, Salym Petroleum Services B V | Knoppe, Ronald, Shell Intl. E&P BV | Van Donkelaar, Edwin, Shell | Terlaan, Frans, Shell Intl. E&P Co. | Koldunov, Valentin, Salym Petroleum Services B V | Lameda, Rufina L., SAIC (Houston)",2012,"SPE","'intelligent'"
"Optimization of Rate of Penetration using Artificial Intelligent Techniques","ARMA-2017-0429","conference-paper","Elkatatny, S. M., KFUPM | Tariq, Z., KFUPM | Mahmoud, M. A., KFUPM | Al-AbdulJabbar, A., Saudi Aramco",2017,"ARMA","'intelligent'"
"Revitalizing Old-Asset Oil Fields Into Intelligent Fields","SPE-0909-0072-JPT","journal-paper","Denney, Dennis, JPT Senior Technology Editor",2009,"SPE","'intelligent'"
"Implementation of Intelligent Well Completions Within a Sand Control Environment","SPE-77202-MS","conference-paper","Moore, W.R., WellDynamics International, Ltd. | Konopczynski, M.R., WellDynamics International, Ltd. | Nielsen, V. Jackson, WellDynamics, Inc.",2002,"SPE","'intelligent'"
"Intelligent-Fields Management at Woodside: Using Off-the-Shelf Technology","SPE-1209-0086-JPT","journal-paper","Denney, Dennis, JPT Senior Technology Editor",2009,"SPE","'intelligent'"
"Making More Intelligent Use Of Log Derived Dip Information","SPWLA-1985-vXXVIn4a2","journal-paper","Bigelow, E.L.,",1985,"SPWLA","'intelligent'"
"Control: PCP - An Intelligent System for Progressing Cavity Pumps","SPE-63048-MS","conference-paper","Carvalho, P.G., Petrobras | Morooka, C., Unicamp | Bordalo, S., Unicamp | Guilherme, I., UNESP",2000,"SPE","'intelligent'"
"Intelligent Identification of Nonlinear Rock Dynamics Systems And Their Predictions","ISRM-9CONGRESS-1999-215","conference-paper","Feng, X-T, Northeastern University | Wang, Y.J., Northeastern University | Seto, M., National Institute for Resources and Environment",1999,"ISRM","'intelligent'"
"Adjustable Downhole Choke Technology Facilitates Intelligent-Completion Push","SPE-0905-0020-JPT","journal-paper","JPT staff, _, _",2005,"SPE","'intelligent'"
"Visual Parallel Computing In Intelligent Rock And Soil Mechanics","ISRM-ARMS2-2001-109","conference-paper","Xiating, Feng, Institute of Rock and Soil Mechanics, Chinese Academy of Science | Shaojun, Li, Institute of Rock and Soil Mechanics, Chinese Academy of Science | Youliang, Zhang, Institute of Rock and Soil Mechanics, Chinese Academy of Science | Chengxiang, Yang, Institute of Rock and Soil Mechanics, Chinese Academy of Science",2001,"ISRM","'intelligent'"
"Pioneering Subsea Intelligent Completion Installations - Aquila Case History","SPE-49109-MS","conference-paper","Marangoni, M., ENI AGIP E&P Division | Giuliani, C., ENI AGIP E&P Division | Botto, G., ENI AGIP E&P Division | Ferrario, G., ENI AGIP E&P Division",1998,"SPE","'intelligent'"
"Intelligent Well Completion in the Kitan Oil Field","SPE-158463-MS","conference-paper","Yokote, Ryosuke, Eni Australia Ltd | Milne, John, Eni Australia Ltd | Sanasi, Carla, Eni Australia Ltd | Hosatte, Pierre, Schlumberger | Mukashev, Nurtas, Schlumberger | Chadha, Nishant, Parsons Brinckerhoff",2012,"SPE","'intelligent'"
"Real-Time Intelligent Production Monitoring of a North Sea Asset","SPE-128300-MS","conference-paper","Van Der Linden, Ruud, TNO Science & Industry | Reijn, Hans, Wintershall Noordzee B.V. | Munoz, Esteban, Wintershall Noordzee B.V. | de Wolff, Frans, Wintershall Noordzee BV | Renes, Walter, TNO Science & Industry",2010,"SPE","'intelligent'"
"Integrated Intelligent Modelling On Slope Stability Analysis","ISRM-EUROCK-1996-071","conference-paper","Feng, Xia-Ting, Northeastern University | Wang, Yong-Jia, Northeastern University | Katsuyama, K., National Institute for Resources and Environment",1996,"ISRM","'intelligent'"
"Optimizing Oil and Gas Production by Intelligent Technology","SPE-102104-MS","conference-paper","Zhu, Ding, Texas A&M University | Furui, Kenji, Baker Oil Tools",2006,"SPE","'intelligent'"
"Intelligent Energy: The Past, the Present, and the Future","SPE-167895-PA","journal-paper","Gilman, Helen, Wipro Technologies | Nordtvedt, Jan-Erik, Epsis AS",2014,"SPE","'intelligent'"
"Intelligent Electromechanical Pulling Tool Diagnoses Stuck Crown Plug","IPTC-17897-MS","conference-paper","Clemens, Jack, Halliburton | Kempton, Brian, Halliburton | Kasperski, Bryan, Halliburton",2014,"IPTC","'intelligent'"
"Intelligent Infill For Cost Effective 3D Seismic Marine Acquisitions","SEG-2008-0135","conference-paper","Capelle, Philippe, Total Nigeria | Matthews, Paul, Total Nigeria",2008,"SEG","'intelligent'"
"Review, Analysis and Comparison of Intelligent Well Monitoring Systems","SPE-150195-MS","conference-paper","Da Silva, Manoel Feliciano, Petrobras | Muradov, Khafiz Mikhailovich, Heriot-Watt U. | Davies, David R., Heriot-Watt U.",2012,"SPE","'intelligent'"
"A Quasi Intelligent Flow Control Device for Water Injectors","SPE-170463-MS","conference-paper","Bowen, Eddie G, Superior Completion Services | Aadnoy, Bernt Sigve, U. of Stavanger",2014,"SPE","'intelligent'"
"Improving Well Completion System Reliability using Intelligent Well Technology","OTC-13029-MS","conference-paper","Brownlee, Fred, Chevron Petroleum Technology Company | Eriksen, Remi, Det Norske Veritas | Goldsmith, Riley, Goldsmith Engineering | Wylie, Glenda, Halliburton Energy Services",2001,"OTC","'intelligent'"
"Intelligent, Internal Gas-Injection Wells Revitalize Mature Field","SPE-0102-0037-JPT","journal-paper","Denney, Dennis, JPT Technology Editor",2002,"SPE","'intelligent'"
"Interlinking Industrial Revolution 4.0 with Intelligent Field Cyber Security Protection","SPE-192504-MS","conference-paper","Almadi, Soloman, Saudi Aramco | AL-Khabbaz, Fouad, Saudi Aramco | AL-Askandrani, Faisal, Saudi Aramco",2018,"SPE","'intelligent'"
