"book_title","paper_id","dc_type","authors","year","source","keyword"
"Combining Condition Monitoring and Predictive Modeling to Improve Equipment Uptime on Drilling Rigs","SPE-118678-MS","conference-paper","Faller, Karl, TIdata",2008,"SPE","'machine+learning'"
"Shot Encoding With Random Projections","SEG-2013-1260","conference-paper","Schmidt, Ludwig, MIT | Indyk, Piotr, MIT | Chen, Chaohui, Shell International E&P, Incorporated | St.-Cyr, Amik, Shell International E&P, Incorporated | Hohl, Detlef, Shell International E&P, Incorporated",2013,"SEG","'machine+learning'"
"On-line Modeling of AUV's Maneuvering Motion In Diving Plane Based On SVM","ISOPE-I-12-305","conference-paper","Xu, Feng, School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiaotong University | Zou, Zaojian, School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiaotong University, State Key Laboratory of Ocean Engineering, Shanghai Jiaotong University | Yin, Jianchuan, School of Naval Architecture, Ocean and Civil Engineering, Shanghai Jiaotong University",2012,"ISOPE","'machine+learning'"
"Petrophysically Constrained Geophysical Inversion Using Parzen Window Density Estimation","SEG-2013-1163","conference-paper","Sun, Jiajia, Colorado School of Mines | Li, Yaoguo, Colorado School of Mines",2013,"SEG","'machine+learning'"
"Inversion of Potential-field Data Using a Hybrid-encoding Genetic Algorithm","SEG-2003-0078","conference-paper","Chen, Chao, China University of Geosciences | Xia, Jianghai, Kansas Geological Survey, The University of Kansas",2003,"SEG","'machine+learning'"
"Big Data in the Digital Oilfield Requires Data Transfer Standards to Perform","OTC-28805-MS","conference-paper","Neri, Philip, Energistics Inc",2018,"OTC","'machine+learning'"
"Case Study of Digital Oilfield Implementation in the Southern North Sea","SPE-191596-18RPTC-MS","conference-paper","Elichev, Vitaly, Wintershall Holding GmbH | Muñoz, Esteban, Wintershall Holding GmbH",2018,"SPE","'machine+learning'"
"Optimal Lq norm regularization for sparse reflectivity inversion","SEG-2017-17666814","conference-paper","Li, Fangyu, University of Oklahoma and University of Georgia | Xie, Rui, University of Georgia | Song, Wenzhan, University of Georgia and Intelligent Dots LLC | Zhao, Tao, University of Oklahoma | Marfurt, Kurt, University of Oklahoma",2017,"SEG","'machine+learning'"
"Predicting Compressor Valve Failures from Multi-Sensor Data","SPE-174044-MS","conference-paper","Patri, Om Prasad, University of Southern California | Reyna, Nabor, Chevron Information Technology Company | Panangadan, Anand, University of Southern California | Prasanna, Viktor, University of Southern California",2015,"SPE","'machine+learning'"
"Smart Alarms Tool Development Approach For Oil Production Monitoring System","SPE-166378-MS","conference-paper","Pchelnikov, R.L., Technical Expertise Center | Mironov, D.V., Technical Expertise Center | Salikhov, R., Samotlorneftegas | Gladkov, A.V., Modeling Technologies Center | Kogan, G.A., Modeling Technologies Center | Gareev, R.R., Modeling Technologies Center | Khabibullin, R.A., Gubkin University",2013,"SPE","'machine+learning'"
"Topological Data Analysis of Marcellus Play Lithofacies","URTEC-2154901-MS","conference-paper","Cortis, Andrea, AYASDI, Menlo Park, CA, USA",2015,"URTEC","'machine+learning'"
"Parameter Estimation for the Coupled Biot-Lamé-Navier Problem in Subsurface Modeling","ARMA-2013-291","conference-paper","Wick, Thomas, The University of Texas at Austin | Elsheikh, Ahmed H., The University of Texas at Austin | Wheeler, Mary F., The University of Texas at Austin",2013,"ARMA","'machine+learning'"
"A set of descriptors for automatic classification of image points in seismic sections","SEG-2016-13956940","conference-paper","Maciel, Susanne Taina, University of Campinas (Unicamp) | Biloti, Ricardo, University of Campinas (Unicamp)",2016,"SEG","'machine+learning'"
"An Estimated Method of Intact Rock Strength Using Gaussian Process Regression","ARMA-2017-0125","conference-paper","Huang, X. B., Tongji University | Zhang, Q., Southeast University | Zhu, H. H., Tongji University | Zhang, L. Y., University of Arizona",2017,"ARMA","'machine+learning'"
"Geomechanical Study of Bakken Formation For Improved Oil Recovery","ISRM-SINOROCK-2009-067","conference-paper","Zeng, Zhengwen, Dalian Maritime University | Jiang, Annan, University of North Dakota, Dalian Maritime University",2009,"ISRM","'machine+learning'"
"Genetic Algorithm And Its Application To Petrophysics","SPE-26208-MS","general","Fang, J.H., The University of Alabama | Karr, C.L., U.S. Bureau of Mines | Stanley, D.A., U.S. Bureau of Mines",1992,"SPE","'machine+learning'"
"AVA Modeling And Inversion In Fractured Media","SEG-1998-1644","conference-paper","Simo&tilde;es-Filho, Ivan, Univ. of Campinas | Neves, Fernando, Univ. of Sa&tilde;o Paulo, Ju&acute;lioTinen, Univ. of Campinas, Joa&tilde;o Prota&acute;zio",1998,"SEG","'machine+learning'"
"Prediction of Reservoir Water Saturation Using Support Vector Regression in an Iranian Carbonate Reservoir","ARMA-2013-311","conference-paper","Mollajan, A., University of Tehran | Memarian, H., University of Tehran | Jalali, M.R., University of Waterloo",2013,"ARMA","'machine+learning'"
"Application of Well-Base Surrogate Reservoir Models (SRMs) to Two Offshore Fields in Saudi Arabia, Case Study","SPE-153845-MS","conference-paper","Mohaghegh, Shahab D., West Virginia U. | Liu, Jim S., Saudi Aramco | Gaskari, Razi, Intelligent Solution Inc | Maysami, Mohammad, Stanford University | Olukoko, Olugbenga A., Saudi Aramco",2012,"SPE","'machine+learning'"
"An Inside Look at Anadarko Petroleum’s Digital Transformation","SPE-1118-0040-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor",2018,"SPE","'machine+learning'"
"Seismic acoustic impedance inversion using total variation with overlapping group sparsity","SEG-2018-2997333","conference-paper","Li, Shu, University of Electronic Science and Technology of China, Chengdu / Jishou University / University of California, Santa Cruz | Chen, Yingpin, University of Electronic Science and Technology of China, Chengdu | Wu, Hao, University of Electronic Science and Technology of China, Chengdu | Peng, Zhenming, University of Electronic Science and Technology of China, Chengdu | Wu, Ru-Shan, University of California, Santa Cruz",2018,"SEG","'machine+learning'"
"Fault classification from 3D imaging of vertical DAS profile","SEG-2018-2989447","conference-paper","Trainor-Guitton, Whitney, Colorado School of Mines | Jreij, Samir, Colorado School of Mines | Guitton, Antoine, DownUnder GeoSolutions | Simmons, James, Colorado School of Mines",2018,"SEG","'machine+learning'"
"Risk Mining: A Predictive Tool to Enhance Pipeline Integrity Assessment","NACE-02073","conference-paper","Biagiotti, Stephen F., Bass-Trigon Software | Hendren, Elaine S., Bass-Trigon Software | Madden, Mark, Bass-Trigon Software",2002,"NACE","'machine+learning'"
"Spatial Block Arrangement Scheduling In Shipbuilding Industry Using Genetic Algorithm For Obtaining Solution For Anticipated Bottleneck","ISOPE-I-05-469","conference-paper","Varghese, Ranjan, Graduate School of Naval Architecture and Ocean Engineering, Chosun University | Yoon, Duck Young, Graduate School of Naval Architecture and Ocean Engineering, Chosun University",2005,"ISOPE","'machine+learning'"
"Hierarchical Geological Realism for Reliable Reservoir Predictions","SPE-184495-STU","conference-paper","Kuznetsova, Alexandra, Heriot-Watt University",2016,"SPE","'machine+learning'"
"Software for Automated Visual Assessment of Coating Damage","OTC-28407-MS","conference-paper","Tan, Wei Chian, Lloyd's Register Global Technology Centre | Chen, I-Ming, Nanyang Technological University | Goh, Phoi Chin, Lloyd's Register Global Technology Centre | Tan, Hoon Kiang, Lloyd's Register Global Technology Centre",2018,"OTC","'machine+learning'"
"Increasing ANN Accuracy, by Improving the Training Dataset Criteria. Case Study: Identify the Formation Density From the Drilling Surface Parameters in Real-Time","SPE-192363-MS","conference-paper","Al Gharbi, Salem, KFUPM | Liao, Qinzhuo, KFUPM | Elkatatny, Salaheldin, KFUPM | Abdulraheem, Abdulazeez, KFUPM",2018,"SPE","'machine+learning'"
"Flow Rate Estimation of Downhole Leaks Using Acoustic Sensor Array","SPE-181455-MS","conference-paper","Lu, Yinghui, Halliburton | Walters, Darren, Halliburton | Hill, Freeman, Halliburton",2016,"SPE","'machine+learning'"
"Modeling of Microbiologically Influenced Corrosion (MIC) in the Oil and Gas Industry - Past, Present and Future","NACE-2018-11398","conference-paper","Wolodko, John, University of Alberta | Haile, Tesfaalem, Innotech Alberta | Khan, Faisal, Memorial University of Newfoundland | Taylor, Christopher, DNV-GL | Eckert, Richard, DNV-GL | Hashemi, Seyed Javad, Memorial University of Newfoundland | Ramirez, Andrea Marciales, Innotech Alberta | Skovhus, Torben Lund, VIA University College",2018,"NACE","'machine+learning'"
"Prediction of Sandstone Reservoir Quality (SSRQ) Using Whole-Rock Geochemistry, Siri Canyon, Danish North Sea","SPWLA-2014-JJJ","conference-paper","Chok, Hamed, Weatherford International | Smith, Christopher N., Weatherford International | Dix, Michael C., Weatherford International | Hughes, Simon N., Weatherford International | Poulsen, Mette-Lise, Danish Oil and Natural Gas (DONG) E&P Co. | Svendsen, Johan, Danish Oil and Natural Gas (DONG) E&P Co. | Friis, Henrik, Danish Oil and Natural Gas (DONG) E&P Co.",2014,"SPWLA","'machine+learning'"
"Production Management Decision Analysis Using AI-Based Proxy Modeling of Reservoir Simulations – A Look-Back Case Study","SPE-170664-MS","conference-paper","Mohaghegh, Shahab D., West Virginia University | Abdulla, Fareed Al Sayed, Abu Dhabi Co. Onshore Oil Opn.",2014,"SPE","'machine+learning'"
"Application of Artificial Intelligence Techniques in Drilling System Design and Operations: A State of the Art Review and Future Research Pathways","SPE-184320-MS","conference-paper","Bello, Opeyemi, Institute of Petroleum Engineering, Clausthal University of Technology | Teodoriu, Catalin, Mewbourne School of Petroleum and Geological Engineering, University of Oklahoma | Yaqoob, Tanveer, Institute of Petroleum Engineering, Clausthal University of Technology | Oppelt, Joachim, Institute of Petroleum Engineering, Clausthal University of Technology | Holzmann, Javier, Institute of Petroleum Engineering, Clausthal University of Technology | Obiwanne, Alisigwe, Institute of Petroleum Engineering, Clausthal University of Technology",2016,"SPE","'machine+learning'"
"Applications of Model-Order Reduction to Thermo-Poroelasticity","ARMA-2017-0501","conference-paper","Florez, Horacio, The University of Texas at El Paso",2017,"ARMA","'machine+learning'"
"Indirect Estimation of Fluid Transport and Rock Mechanical Properties from Elemental Compositions: Implications for ""Sweet Spot"" Identification in the Montney Formation (Canada)","URTEC-2670893-MS","conference-paper","Ghanizadeh, Amin, University of Calgary | Rashidi, B., University of Calgary | Clarkson, Christopher, University of Calgary | Vahedian, Atena, University of Calgary | Vocke, Cassandra P., University of Calgary | Ghanizadeh, A.R., Sirjan University of Technology",2017,"URTEC","'machine+learning'"
"Prediction of Crude Oil Viscosity and Gas/Oil Ratio Curves Using Recent Advances to Neural Networks","SPE-125360-MS","conference-paper","Oloso, Munirudeen, | Khoukhi, Amar, KFUPM | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals | Elshafei, Moustafa, King Fahd University of Petroleum & Minerals",2009,"SPE","'machine+learning'"
"A Fast Semi-Analytical Method for Refracturing Candidate Selection and Performance Estimation of Shale Wells","URTEC-2693452-MS","conference-paper","Aniemena, Chigozie, BP | Kohshour, Iman Oraki, University of Wyoming",2017,"URTEC","'machine+learning'"
"Novel Methods for Asset Integrity Management in a Low Oil-Price Environment","OTC-27076-MS","conference-paper","Rosen, Jeremy, AMOG Consulting | Potts, Andrew, AMOG Consulting | Sincock, Paul, AMOG Consulting | Carra, Chris, AMOG Consulting | Kilner, Andrew, AMOG Consulting | Kriznic, Peter, AMOG Consulting | Gumley, Jonathan, AMOG Consulting",2016,"OTC","'machine+learning'"
"Application of Particle Swarms for History Matching in the Brugge Reservoir","SPE-135264-MS","conference-paper","Mohamed, Lina, Heriot Watt University | Christie, Mike A., Heriot Watt University | Demyanov, Vasily, Heriot Watt University | Robert, Emmanuel, Total E&P UK | Kachuma, Dick, Total E&P",2010,"SPE","'machine+learning'"
"Prescriptive-Based Decision Support System for Online Real-Time Electrical Submersible Pump Operations Management","SPE-181013-MS","conference-paper","Adesanwo, Moradeyo, Baker Hughes Incorporated | Denney, Tommy, Baker Hughes Incorporated | Lazarus, Sony, Baker Hughes Incorporated | Bello, Oladele, Baker Hughes Incorporated",2016,"SPE","'machine+learning'"
"Resident Autonomous Underwater Vehicle Systems – A Review of Drivers, Applications, and Integration Options for the Subsea Oil and Gas Market","OMC-2013-088","conference-paper","Furuholmen, M., Aker Solutions ASA | Hanssen, A., Aker Solutions ASA | Carter, R., Aker Solutions ASA | Hatlen, K., Aker Solutions ASA | Siesjo, J., Saab Seaeye Ltd.",2013,"OMC","'machine+learning'"
"Adding the Predictive P into Personal Protective Equipment","SPE-190579-MS","conference-paper","Horseman, Samantha J., DBL | Sloman, Colin M., Saudi Aramco | Seay, Steven A., Saudi Aramco | Abdrabbuh, Mohammed A. Al, Saudi Aramco | Alem, Yasser, Saudi Aramco",2018,"SPE","'machine+learning'"
"Myths and Facts of Forecasting Horizontal Well Production in Unconventional Reservoirs - Are We Complicating a Simple Analysis?","URTEC-2897088-MS","conference-paper","Muralidharan, Vivek, Occidental Permian Corporation, Society of Petroleum Engineers | Joshi, Krunal, Occidental Permian Corporation, Society of Petroleum Engineers",2018,"URTEC","'machine+learning'"
"A New Early Warning Model with Vector Machine for Abnormal Production Prediction","SPE-172307-MS","conference-paper","Li, JunJian, China University of Petroleum | Jichen, Zhao, Sinopec International Petroleum Exploration and Production Corporation | Hanqiao, Jiang, China University of Petroleum | Wenchao, Fang, China University of Petroleum | Hongxia, Liu, China University of Petroleum | Wu, Xiao, Sinopec",2014,"SPE","'machine+learning'"
"Foundation Excavation With Computer Techniques In Shanghai","ISRM-IS-2000-053","conference-paper","Yuan, Y., Tongji University | Wan, Z.L., Tongji University | Lee, C.F., The University of Hong Kong",2000,"ISRM","'machine+learning'"
"Application of hydraulic flow unit in pore size classification","SEG-2017-17494291","conference-paper","Yasin, Qamar, China University of Petroleum–East China | Du, Qizhen, China University of Petroleum–East China | Yuan, Guanghui, China University of Petroleum–East China | Ismail, Atif, Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",2017,"SEG","'machine+learning'"
"With New Rig Software, Automated Drilling is Easier To Embrace","SPE-0617-0034-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor",2017,"SPE","'machine+learning'"
"Estimation of Moduli And Densities of Rock Constituents Through Global Inversion of Wire-line Data.","SEG-2003-1687","conference-paper","Chaveste, Alvaro, Core Laboratorie | Jimenez, Juan R., PDVSA-Intevep",2003,"SEG","'machine+learning'"
"A Global Technique For Migration Velocity Analysis","SEG-1995-1137","conference-paper","Docherty, Paul, University of Cambridge | Singh, Satish C., University of Cambridge",1995,"SEG","'machine+learning'"
"Spare Part Inventory Optimisation","SPE-186170-MS","conference-paper","Jeavons, Daniel, Shell Research Ltd. | Chaudry, Amjad, Shell Research Ltd. | Jones, Wayne, Shell Research Ltd. | Park, Tim, Shell Research Ltd. | Ramani, Hari, Shell India Markets Ltd.",2017,"SPE","'machine+learning'"
"A Support Vector Machine For AVO Interpretation","SEG-2003-0181","conference-paper","Kuzma, Heidi Anderson, University of California, Berkeley, Dept. of Civil and Environmental Engineering",2003,"SEG","'machine+learning'"
"Computer-Assisted Interpretation of Well Logs","SEG-1985-0086","conference-paper","Wu, Xuanzhi, Institute of Mineral Deposits, Chinese Academy of Geosciences, PRC | Kassenaar, Dirk, Univ. of Waterloo | Nyland, Edo, Univ. of Alberta, Edmonton, Canada",1985,"SEG","'machine+learning'"
"Application of AVF Inversion on Shale Gas Reservoir TOC Prediction","SEG-2015-5839884","conference-paper","Ding, Jicaim, CNOOC Research Institute | Xiaozhi, Chen, CNOOC Research Institute | Xiudi, Jiang, CNOOC Research Institute | Bin, Weng, CNOOC Research Institute | Jinmiao, Zhang, CNOOC Research Institute",2015,"SEG","'machine+learning'"
"Petrophysical Parameters Estimation Based on the Weighted Statistical Method of Elastic Parameters","SEG-2013-0040","conference-paper","Jinyong, Gui, Research Institute of Petroleum Exploration & Development, Petrochina | Jianhu, Gao, Research Institute of Petroleum Exploration & Development, Petrochina | Xueshan, Yong, Research Institute of Petroleum Exploration & Development, Petrochina | Shengjun, Li, Research Institute of Petroleum Exploration & Development, Petrochina",2013,"SEG","'machine+learning'"
"Genetic Algorithm For Optimizing Retaining Structure In Soft Ground Excavation","ISRM-IS-2000-603","conference-paper","Wan, Z.L., Tongji University | Yuan, Y., Tongji University | Lee, C.F., The University of Hong Kong",2000,"ISRM","'machine+learning'"
"Prestack Waveform Inversion of Four-Component, Two-Azimuth Surface Seismic Data for Orthorhombic Elastic Media Parameters Using a Nondominated Sorting Genetic Algorithm","SEG-2013-0633","conference-paper","Li, Tao, University of Wyoming | Mallick, Subhashis, University of Wyoming",2013,"SEG","'machine+learning'"
"Prediction of Tunnelling-induced Settlement Using Gene Expression Programming","ARMA-2015-090","conference-paper","Behnia, D., Islamic Azad University | Shahriar, K., Amirkabir University of Technology",2015,"ARMA","'machine+learning'"
"Lateral consistency preserved variational mode decomposition (VMD)","SEG-2016-13880188","conference-paper","Li, Fangyu, University of Oklahoma | Zhao, Tao, University of Oklahoma | Qi, Xuan, University of Oklahoma | Marfurt, Kurt, University of Oklahoma | Zhang, Bo, University of Alabama",2016,"SEG","'machine+learning'"
"Optimization of Reliability and Maintenance Unlocks Hidden Value","SPE-0613-0013-OGF","journal-paper","Boschee, Pam, Oil and Gas Facilities Editor",2013,"SPE","'machine+learning'"
"Seismic Attributes Selection Based On SVM For Hydrocarbon Reservoir Prediction","SEG-2010-1586","conference-paper","Chang-kai, Zhang, State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Automation, Tsinghua University | Wen-kai, Lu, State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Automation, Tsinghua University",2010,"SEG","'machine+learning'"
"Drilling Performance Improvement in Marcellus Shale Play: A Case Study of Successful Implementation of Real-Time Digital Solution","SPE-191646-MS","conference-paper","Rimmey, Andrew, Baker Hughes, a GE Company | Han, George, Baker Hughes, a GE Company | Poojari, Asha, Baker Hughes, a GE Company | Atwal, Harnam, Baker Hughes, a GE Company",2018,"SPE","'machine+learning'"
"Estimation of Velocity Macro-Models Using Stochastic Full-Waveform Inversion","SEG-2014-1088","conference-paper","Sajeva, A., University of Pisa | Bienati, N., ENI | Aleardi, M., University of Pisa | Stucchi, E., University of Milan | Mazzotti, A., University of Pisa",2014,"SEG","'machine+learning'"
"Joint Inversion of Rayleigh And Guided Waves In High-resolution Seismic Data Using a Genetic Algorithm","SEG-1998-1570","conference-paper","Roth, Michael, Swiss Federal Institute of Technology (ETH), Zurich, Switzerland | Holliger, Klaus, Swiss Federal Institute of Technology (ETH), Zurich, Switzerland",1998,"SEG","'machine+learning'"
"Convergent Genetic Algorithm For Inversion","SEG-1991-0948","conference-paper","Berg, Eduard, Univ of Hawaii",1991,"SEG","'machine+learning'"
"Inversion of Amplitude-versus-Offset Data Using a Genetic Algorithm","SEG-1992-0844","conference-paper","Mallick, Subhashis, Western Geophysical",1992,"SEG","'machine+learning'"
"New Model For Crude Oil Saturation Pressure Prediction Using Alternating Conditional Expectation Algorithim","OMC-2009-021","conference-paper","Tale, Muffareh, King Abdulaziz City for Science and Technology | AlQuraishi, Abdulrahman, King Abdulaziz City for Science and Technology | AlMushaigeh, Emad, King Abdulaziz City for Science and Technology",2009,"OMC","'machine+learning'"
"Frequency-Domain AVA Inversion using Sparse Bayesian Learning","SEG-2015-5814947","conference-paper","Ji, Yongzhen, China University of Petroleum | Wang, Shangxu, China University of Petroleum | Yuan, Sanyi, China University of Petroleum | Yuan, Fengfan, China University of Petroleum | Liu, Junzhou, Sinopec Exploration & Production Research Institute",2015,"SEG","'machine+learning'"
"Waveform Inversion of Amplitude-Versus-Offset Data Using a Genetic Algorithm","SEG-1993-0750","conference-paper","Mallick, Subhashis, Western Geophysical",1993,"SEG","'machine+learning'"
"Seismic Methods to Detect Biogenic Gas Accumulations, Example From the Qaidam Basin, China","SEG-2012-0211","conference-paper","Liu, Yexin, SoftMirrors Limited | Wang, Liqun, PetroChina Qinghai oilfield company | Zhang, Yongshu, PetroChina Qinghai oilfield company | Liu, Zhiqiang, PetroChina Qinghai oilfield company | Shuai, Yanhua, PetroChina, RIPED | Chen, Zhuoheng, Geology Survey of Canada",2012,"SEG","'machine+learning'"
"Automatic first-breaks picking algorithm under the constraint of image segmentation","SEG-2018-2998274","conference-paper","Luo, Fei, WPI, School of Ocean and Earth Science, Tongji University, China | Wang, Huazhong, WPI, School of Ocean and Earth Science, Tongji University, China | Wu, Chengliang, WPI, School of Ocean and Earth Science, Tongji University, China | Xu, Peng, WPI, School of Ocean and Earth Science, Tongji University, China | Zhang, Ruyi, WPI, School of Ocean and Earth Science, Tongji University, China",2018,"SEG","'machine+learning'"
"Probabilistic facies analysis in high-dimensional data using scatter-matrix-based separability measure","SEG-2018-2998301","conference-paper","Choi, Junhwan, RISE Lab., Hanyang University | Yoon, Daeung, RISE Lab., Hanyang University | Byun, Joongmoo, RISE Lab., Hanyang University | Lee, Sigue, RISE Lab., Hanyang University",2018,"SEG","'machine+learning'"
"OTC Focuses on Downturn-Led Innovation and the Bottom Line","SPE-0717-0044-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Parshall, Joel, JPT Features Editor | Whitfield, Stephen, JPT Senior Staff Writer | Wilson, Adam, JPT Special Publications Editor",2017,"SPE","'machine+learning'"
"Well-log attributes to map upward-fining and upward-coarsening parasequences","SEG-2018-2998559","conference-paper","Sinha, Saurabh, The University of Oklahoma | de Lima, Rafael Pires, The University of Oklahoma | Qi, Jie, The University of Oklahoma | Infante-Paez, Lennon, The University of Oklahoma | Marfurt, Kurt, The University of Oklahoma",2018,"SEG","'machine+learning'"
"Gravity Inversion Using a Binary Formulation","SEG-2002-0755","conference-paper","Krahenbuhl, Richard A., Colorado School of Mines | Li, Yaoguo, Colorado School of Mines",2002,"SEG","'machine+learning'"
"Drilling Data Provide Solution to Horizontal Well Log Costs","SPE-0815-0035-JPT","journal-paper","Parshall, Joel, JPT Features Editor",2015,"SPE","'machine+learning'"
"Sandstone Petrofacies Prediction to Characterize Permeability For Postle Field, Oklahoma","SEG-2009-1890","conference-paper","López, Crucelis ""Cucha"", Colorado School of Mines | Davis, Thomas, Colorado School of Mines",2009,"SEG","'machine+learning'"
"Implementing an Integrated Production Surveillance and Optimization System","SPE-0318-0073-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor",2018,"SPE","'machine+learning'"
"Comparing 5-Different Artificial Intelligence Techniques to Predict Z-Factor","SPE-192354-MS","conference-paper","Salem, Adel, Suez Univesity | Elgibaly, A., Suez Univesity | Attia, M., Suez Univesity | Abdulraheem, Abdulazeez, KFUPM",2018,"SPE","'machine+learning'"
"Oilfield Service Sector Sees Recovery Emerging","SPE-0318-0044-JPT","journal-paper","Parshall, Joel, JPT Features Editor",2018,"SPE","'machine+learning'"
"Fiber Armor Acquisition Contrast Experiment and Noise Suppression Technique in DAS 3D-VSP","SEG-2018-W20-04","conference-paper","Chen, Yuanzhong, University of Electronic and Technology of China | Hu, Guangmin, University of Electronic and Technology of China | Cai, Hanpeng, University of Electronic and Technology of China | Wu, Junjun, BGP Inc., CNPC | Li, Yanpeng, BGP Inc., CNPC | Yu, Gang, BGP Inc., CNPC | Li, Fei, BGP Inc., CNPC",2018,"SEG","'machine+learning'"
"Prediction of subsurface NMR T2 distribution from formation-mineral composition using variational autoencoder","SEG-2017-17798488","conference-paper","Li, Hao, University of Oklahoma | Misra, Siddharth, University of Oklahoma",2017,"SEG","'machine+learning'"
"E&P Notes (March 2017)","SPE-0317-0024-JPT","journal-paper","Jacobs, Trent, JPT Digital Editor | Parshall, Joel, JPT Features Editor",2017,"SPE","'machine+learning'"
"Estimation Model of Energy Efficiency Operational Indicator Using Public Data Based on Big Data Technology","ISOPE-I-18-422","conference-paper","Park, Sung-Woo, Seoul National University | Roh, Myung-Il, Seoul National University | Oh, Min-Jae, Seoul National University | Kim, Seong-Hoon, Seoul National University | Lee, Won-Joon, R&D Institute | Kim, In-Il, R&D Institute | Kim, Chang-Yong, R&D Institute",2018,"ISOPE","'machine+learning'"
"Deconvolution And Wavelet Estimation By Using a Genetic Algorithm","SEG-2000-2185","conference-paper","Porsani, Milton J., CPGG Univ. Fed. da Bahia/Brazil | Ursin, Bjørn T., Dept. of Petroleum Engineering and Applied Geophysics/Norwegian Univ. of Sc. and Tech.",2000,"SEG","'machine+learning'"
"Adaptive-phase k-means algorithm for waveform classification","SEG-2016-13857062","conference-paper","Song, Chengyun, University of Electronic Science and Technology of China | Liu, Zhining, University of Electronic Science and Technology of China | Li, Zhiyong, University of Electronic Science and Technology of China | Hu, Guangmin, University of Electronic Science and Technology of China",2016,"SEG","'machine+learning'"
"Full-waveform inversion by multiscale temporal integration","SEG-2016-13844620","conference-paper","Deng, Pan, University of Houston | Huang, Wei, University of Houston | Zhou, Hua-Wei, University of Houston",2016,"SEG","'machine+learning'"
"Big Data Analytics for Prognostic Foresight","SPE-181037-MS","conference-paper","von Plate, Moritz, Cassantec AG",2016,"SPE","'machine+learning'"
"After Drop in Activity, Haynesville Shale Sees Resurgence","SPE-1217-0024-JPT","journal-paper","Whitfield, Stephen, JPT Senior Staff Writer",2017,"SPE","'machine+learning'"
"Proxy-Based Metamodeling Optimization of Gas-Assisted-Gravity-Drainage Process","SPE-1017-0092-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2017,"SPE","'machine+learning'"
"Upstream Data Architecture and Data Governance Framework for Efficient Integrated Upstream Workflows and Operations","SPE-188962-MS","conference-paper","David, Richard Mohan, ADNOC | Saputelli, Luigi, ADNOC | Hafez, Hafez, ADNOC | Narayanan, Ram, ADNOC | Colombani, Pascal, ADNOC | Al Naqbi, Tayba, ADNOC",2017,"SPE","'machine+learning'"
"Dielectric Permeability Logging","SPWLA-2018-J","conference-paper","Norbisrath, Jan Henrik, Statoil ASA",2018,"SPWLA","'machine+learning'"
"Evolution of Cyber Threats and the Development of New Security Architecture","WPC-22-2614","conference-paper","Ciepiela, Piotr, EY | Venkateshwaran, Bala V., EY",2017,"WPC","'machine+learning'"
"Applicability of Worldwide CO2 Worldwide Immiscible Flooding and Prediction","CMTC-486642-MS","conference-paper","Zhang, Na, Missouri University of Science and Technology | Wei, Mingzhen, Missouri University of Science and Technology | Bai, Baojun, Missouri University of Science and Technology",2017,"CMTC","'machine+learning'"
"Overview of Enbridge's Rupture Recognition Program","PSIG-1506","conference-paper","Di Blasi, Martin, Enbridge Pipelines Inc. | Okungbowa, Norense, Enbridge Pipelines Inc. | Li, Zhan, Enbridge Pipelines Inc.",2015,"PSIG","'machine+learning'"
"Enabling Real-Time Distributed Sensor Data for Broader Use by the Big Data Infrastructures","SPE-181056-MS","conference-paper","Yang, Don, Baker Hughes Incorporated | Denney, Tommy, Baker Hughes Incorporated | Bello, Oladele, Baker Hughes Incorporated | Lazarus, Sony, Baker Hughes Incorporated | Vettical, Celestine, Baker Hughes Incorporated",2016,"SPE","'machine+learning'"
"EOR Evaluation Method for Highly Heterogeneous and Complex Reservoirs","SPE-107177-MS","conference-paper","Figuera, Luis Alfredo, Petroleos de Venezuela S.A. | Khan Torres, Karem Alejandra, Petroleos de Venezuela S.A. | Guaiquirian, Luis, PDVSA | Quijada, Daniel, PDVSA | Maestracci, Wilfredo Jesus, Petroleos de Venezuela S.A.",2007,"SPE","'machine+learning'"
"Analysis of Influencing Factors of Water Traffic Accidents Severity Based on LIBSVM","ISOPE-I-17-175","conference-paper","Wang, Feixiang, Wuhan University of Technology, Hubei Key Laboratory of Inland Navigation Technology | Yang, Yadong, Wuhan University of Technology, Hubei Key Laboratory of Inland Navigation Technology | Liu, Chengyong, Wuhan University of Technology, Hubei Key Laboratory of Inland Navigation Technology | Wang, Hao, Wuhan University of Technology, Hubei Key Laboratory of Inland Navigation Technology | Weng, Xiaojun, Command Center",2017,"ISOPE","'machine+learning'"
