"book_title","paper_id","dc_type","authors","year","source","keyword"
"Pressure Redistribution and Aquifer Influx Modelling Using Statistical Models, Direct Declining, Sum of Time Step, and Log-Determinant Approach","SPE-150799-MS","conference-paper","Biu, Victor T., Total E&P Nigeria | Biu, Emmanuel, University of Port Harcourt | Buduka, Stanley, University of Port Harcourt | Prince, Wachuku, University of Port Harcourt",2011,"SPE","'statistical+model'"
"Examining the use of statistical approaches to simulate induced seismicity","SEG-2018-2992649","conference-paper","Verdon, James P., University of Bristol | Budge, Jessica, Nexen Energy ULC",2018,"SEG","'statistical+model'"
"A Study of the Statistical Properties of the Wave Climate Around Taiwan","ISOPE-I-12-428","conference-paper","Yim, John Z., Department of Harbour & River Engineering, National Taiwan Ocean University | Lin, J.-G., Department of Harbour & River Engineering, National Taiwan Ocean University | Weng, W.-K., Department of Harbour & River Engineering, National Taiwan Ocean University | Huang, Wei-Po, Sinotech Engineering Services, Ltd",2012,"ISOPE","'statistical+model'"
"Cyclic Behavior of Laterally Loaded Piles in Soils With Variable Properties","ISOPE-I-13-199","conference-paper","Depina, Ivan, Norwegian University of Science and Technology | Le, Thi Minh Hue, Norwegian University of Science and Technology | Eiksund, Gudmund, Norwegian University of Science and Technology | Benz, Thomas, Norwegian University of Science and Technology",2013,"ISOPE","'statistical+model'"
"Fractal Distributions of Reservoir Properties and Their Use in Reservoir Simulation","SPE-28734-MS","conference-paper","Berta, Dominique, Conoco Inc. | Hardy, H.H., Conoco Inc. | Beier, R.A., Conoco Inc.",1994,"SPE","'statistical+model'"
"Imaging Deeply Buried, Ultrathin Sandstone Reservoirs Using Geostatistical Inversion: A Case Study in Yudong Area, Tarim Basin, China","SEG-2013-0408","conference-paper","Ma, Peiling, BGP of CNPC | Xu, Bo, BGP of CNPC | Liu, Yunhong, BGP of CNPC | Zhou, Chenggang, BGP of CNPC | Huang, Hongxing, BGP of CNPC | Zeng, Hongliu, The University of Texas at Austin",2013,"SEG","'statistical+model'"
"Joint Estimation of Reservoir And Elastic Parameters From Seismic Amplitudes Using a Monte Carlo Method","SEG-2006-2027","conference-paper","Bosch, Miguel, Geophysical Simulation and Inversion Laboratory, Engineering Faculty, Universidad Central of Venezuela, and Alonso Navarro, Petrobras Energía Venezuela. | Cara, Luis, Geophysical Simulation and Inversion Laboratory, Engineering Faculty, Universidad Central of Venezuela, and Alonso Navarro, Petrobras Energía Venezuela.",2006,"SEG","'statistical+model'"
"Telemetry Data of Oilfield Facilities Analysis for the Purpose of Monitoring and Decision-Making Support at its Operation","SPE-194043-STU","conference-paper","Nafikov, Tagir, Almetyevsk State Oil Institute",2018,"SPE","'statistical+model'"
"A System for Real-Time Drilling Performance Optimization and Automation Based on Statistical Learning Methods","SPE-176804-MS","conference-paper","Wallace, Scott P., The University of Texas at Austin | Hegde, Chiranth M., The University of Texas at Austin | Gray, K. E., The University of Texas at Austin",2015,"SPE","'statistical+model'"
"Modeling of Nonsimultaneous Ice Crushing As a Poisson Random Process","ISOPE-96-06-2-138","journal-paper","Kujala, Pentti, Helsinki University of Technology, Ship Laboratory, Espoo, Finland",1996,"ISOPE","'statistical+model'"
"On the Vertical Distribution of Wave Impact Pressures","ISOPE-I-95-213","conference-paper","Muller, G.U., Queen&apos;s University Belfast | Whittaker, T.J.T., Queen&apos;s University Belfast",1995,"ISOPE","'statistical+model'"
"Extreme Prediction of Storm Surge Elevation Related to Seasonal Variation","ISOPE-I-03-230","conference-paper","Dong, Sheng, College of Engineering, Ocean University of China | Wei, Yong, Department of Ocean and Resource Engineering, University of Hawaii at Manoa | Hao, Xiaoli, College of Engineering, Ocean University of China | Liu, Defu, College of Engineering, Ocean University of China",2003,"ISOPE","'statistical+model'"
"Calculation of Parameters of Local Ice Loads On Data of Full Scale Tests of Ice Belt Structures","ISOPE-I-02-121","conference-paper","Timofeev, Oleg Ya., Arctic and Antarctic Research institute, Department of Ship Performance in Ice | Krupina, Nina A., Arctic and Antarctic Research institute, Department of Ship Performance in Ice",2002,"ISOPE","'statistical+model'"
"Statistical Modeling of Overtopping On a Fixed Deck","ISOPE-I-02-298","conference-paper","Mori, Nobuhito, Department of Fluid Mechanics, Central Research Institute of Electric Power Industry (CRIEPI) | Cox, Daniel T., Ocean Engineering Program, Department of Civil Engineering, Texas A&M University",2002,"ISOPE","'statistical+model'"
"Probabilistic Fracture Assessment of Offshore Pipelines","ISOPE-I-94-330","conference-paper","Horiuchi, K., Sumitomo Metal Industries Ltd. | Hauge, M., SINTEF Production Engineering",1994,"ISOPE","'statistical+model'"
"Models of the Probability Distribution of Extreme Wave Crest Elevation","ISOPE-I-99-240","conference-paper","Pitt, E.G., Applied Wave Research and Metoc plc | Daruvala, J., Metoc plc | Bole, J.B., Amoco Corporation | Driver, D.B., Amoco Corporation",1999,"ISOPE","'statistical+model'"
"A Study of the Wave Climate of Northern Taiwan","ISOPE-I-04-330","conference-paper","Yim, John Z., Department of Harbour & River Engineering, National Taiwan Ocean University | Chou, Chung-Ren, Department of Harbour & River Engineering, National Taiwan Ocean University",2004,"ISOPE","'statistical+model'"
"Initiator Firing Times And Their Relationship To Blasting Performance","ARMA-79-0461","conference-paper","Winzer, S.R., Martin Marietta Laboratories | Furth, W., Martin Marietta Laboratories | Ritter, A., Martin Marietta Laboratories",1979,"ARMA","'statistical+model'"
"A Study of the Statistics of Sea Clutter In the Northern Coast of Taiwan","ISOPE-I-07-422","conference-paper","Yim, John Z., National Taiwan Ocean University | Chou, Chung-Ren, National Taiwan Ocean University | Wong, W.-K., National Taiwan Ocean University",2007,"ISOPE","'statistical+model'"
"A Study Of The Aggressive/Conservative Patterns Of Bidders And Pre-Sale Evaluation: Federal Oil And Gas Lease Sales","SPE-6807-MS","conference-paper","Lohrenz, John, U.S. Geological Survey | Dougherty, Elmer L., U. of Southern California",1977,"SPE","'statistical+model'"
"A Practical Approach to Evaluating Drilling Projects (Russian)","SPE-132719-RU","conference-paper","Nkwocha, Chimerebere Onyekwere, Geopro Technology Ltd",2010,"SPE","'statistical+model'"
"A Practical Approach to Evaluating Drilling Projects","SPE-132719-MS","conference-paper","Nkwocha, Chimerebere Onyekwere, Geopro Technology Ltd | Olutimehin, Adekunle Ayodeji, Schlumberger Oilfield UK Plc",2010,"SPE","'statistical+model'"
"Statistical Analyses of Shape Factor and Productivity Index for Horizontal Wells","SPE-29497-MS","conference-paper","Faruqi, S.A., Texas Tech University | Malekzadeh, D., Texas Tech University | Day, J.J., Texas Tech University",1995,"SPE","'statistical+model'"
"Statistical Assessment and Management of Uncertainty in the Number of Electric-Submersible Pump Failures in a Field","SPE-71551-MS","conference-paper","Sawaryn, S.J., BP p.l.c. | Ziegel, E., BP p.l.c.",2001,"SPE","'statistical+model'"
"Experimental Investigation of Global Wave Impact Loads in Steep Random Seas","ISOPE-I-15-587","conference-paper","Pákozdi, Csaba, MARINTEK | Visscher, Jan H., MARINTEK | Stansberg, Carl T., MARINTEK | Fagertun, Jan T., Statoil",2015,"ISOPE","'statistical+model'"
"Predictive Model for Pit Growth on Underground Pipes","NACE-03020155","journal-paper","Katano, Y., | Miyata, K., | Shimizu, H., | Isogai, T.,",2003,"NACE","'statistical+model'"
"Statistical Analysis of Factors That Promote Drilling Fluid Corrosion at Elevated Temperatures","SPE-17164-MS","conference-paper","Okoye, C.U., Consultant | Agusiegbe, C.V., Consultant",1988,"SPE","'statistical+model'"
"Turning Data into Knowledge: Data-Driven Surveillance and Optimization in Mature Fields","SPE-181881-MS","conference-paper","Temizel, Cenk, Aera Energy | Aktas, Sinem, Turkish Petroleum | Kirmaci, Harnn, Turkish Petroleum | Susuz, Onur, Turkish Petroleum | Zhu, Ying, University of Southern California | Balaji, Karthik, University of Southern California | Ranjith, Rahul, University of Southern California | Tahir, Sofiane, ADNOC",2016,"SPE","'statistical+model'"
"Strategies for petroleum exploration based on Bayesian Networks: a case study","SPE-159722-MS","conference-paper","Martinelli, Gabriele, Norwegian University of Science & Tech | Eidsvik, Jo, NTNU | Hokstad, Ketil, NTNU | Hauge, Ragnar, Norwegian Computing Center",2012,"SPE","'statistical+model'"
"Cross-Correlating Seismic Attributes With Cumulative Production From Horizontal Wells in the Middle Bakken Unconventional Reservoir","SPE-168994-MS","conference-paper","Humphrey, Robert, Hess | Su, Chaohui, Hess | Murray, Ian, Hess Corporation | Courtier, James, Hess Corporation",2014,"SPE","'statistical+model'"
"Risk Assessment in Sloshing: How to Deal with Multidimensional Datasets","ISOPE-I-14-320","conference-paper","Dematteo, A., GTT (Gaztransport & Technigaz); Télécom Paristech | Vayatis, N., CMLA - ENS Cachan | Mougeot, M., Université Paris Diderot | Cl'emenc, on, S., Télécom Paristech",2014,"ISOPE","'statistical+model'"
"Petrofacies: Enhancing The Deepwater Reservoir Characterization Effort In West Africa","SPWLA-2002-GG","conference-paper","Sullivan, Keith B., ExxonMobil Exploration Company | Dahlberg, Kenneth E., | Campbell, John S., ExxonMobil Exploration Company",2002,"SPWLA","'statistical+model'"
"Joint Seismic And Well-log Inversion For the Estimation of Water Saturation, Porosity And\ Acoustic Impedance In a Gas Reservoir","SEG-2008-1870","conference-paper","Bosch, Miguel, Universidad Central de Venezuela | Carvajal, Carla, Universidad Central de Venezuela | Rodriguez, Juan, Universidad Central de Venezuela | Torres, Astrid, Universidad Central de Venezuela | Aldana, Milagrosa, Universidad Simón Bolívar | Sierra, Jesús, IGS Services and Consulting",2008,"SEG","'statistical+model'"
"Copper Corrosion in Distribution Systems: Effect of Ozonation and Biofiltration","NACE-03090790","journal-paper","Palit, A., | Pehkonen, S.O.,",2003,"NACE","'statistical+model'"
"A Statistical Approach for Predicting Volume of Oil Spill During Pipeline Operations","SPE-22807-MS","conference-paper","Kim, B.I., U. of Wyoming | Sharma, M.P., U. of Wyoming | Harris, H.G., U. of Wyoming",1991,"SPE","'statistical+model'"
"Tunnel Stress Analyses in 3-D using Equivalent Continuum and Discontinuum Procedures","ARMA-2013-352","conference-paper","Kulatilake, P.H.S.W., University of Arizona | Wu, Q., University of Arizona",2013,"ARMA","'statistical+model'"
"Statistical Characterization of Performance of Biopolymer Drill-In Fluid for Different Rheological Models","SPE-172383-MS","conference-paper","Owusu, M., Petroleum Commission - Ghana | Enty, G.S., Ghana National Petroleum Corporation | Osei-Twum, A., Ghana National Petroleum Corporation",2014,"SPE","'statistical+model'"
"Proposed ECDA Methodology Modification by Including New Probabilistic and Statistical Analysis Based on a Case Of Study for 110Km Pipeline","NACE-2015-6022","conference-paper","Yajima, Ayako, The University of Akron | Rivera, Hernan, Corrosion y Proteccion e Ingenieria | Mora, Ramon, Pemex Refinacion | Martinez, Lorenzo, Corrosion y Proteccion e Ingenieria | Vergara, Mario, Pemex Refinacion | Castaneda, Homero, The University of Akron",2015,"NACE","'statistical+model'"
"Dispersion During Flow In Nonuniform, Heterogeneous Porous Media","SPE-3365-MS","general","Niemann, E.H., Purdue University | Greenkorn, R.A., Purdue University | Eckert, R.E., Purdue University",1971,"SPE","'statistical+model'"
"New Integrated Technology for Full Production and Facilities Modelling and Optimisation","SPE-189263-MS","conference-paper","Woodman, MR, MR Woodman Consulting Ltd. | Rodriguez, J, Process Systems Enterprise Ltd | Wade, KC, Process Systems Enterprise Ltd | Samsatli, NJ, Process Systems Enterprise Ltd",2017,"SPE","'statistical+model'"
"Statistical Modeling Techniques In the Design And Operation of Pipeline Systems","PSIG-0206","conference-paper","Chmilar, W.S., TransCanada PipeLines Limited",2002,"PSIG","'statistical+model'"
"Expert System For Directional Drilling Process Control","SPE-38481-MS","conference-paper","Mamedbekov, O.K., Azerbaijan State Petroleum Academy | Gasimov, A.A., State Oil Company Azerbaijan Republic",1997,"SPE","'statistical+model'"
"Uncertainty Reduction In Reservoir Modeling By Joint Inversion of Seismic & Geo-Statistics","SEG-2008-0829","conference-paper","Casey, Matthew S., Colorado School of Mines",2008,"SEG","'statistical+model'"
"On Risk Interpretation and the Levels of Detail in Quantitative Blowout Risk Modelling","SPE-35967-MS","conference-paper","Andersen, Lasse Berg, RF-Rogaland Research | Aven, Terje, RF-Rogaland Research | Maglione, Roberto, Agip S.p.A.",1996,"SPE","'statistical+model'"
"From Geological Knowledge to Good Decisions Using Simple Stochastic Models: A North Sea Case Study","SPE-97177-MS","conference-paper","Hollund, Knut Utne, Norwegian Computing Center | Hauge, Ragnar, Norwegian Computing Center | Syversveen, Anne Randi, Norwegian Computing Center | Jorstad, Arild, Lundin Norway as | Lie, Tove, Den Norske Stats Oljeselskap | Ronnevik, Hans Christen, Lundin Norway as",2005,"SPE","'statistical+model'"
"Benchmarking of Steamflood Field Projects in Light/Medium Crude Oils","SPE-72137-MS","conference-paper","Perez-Perez, Alfredo, PDVSA Intevep | Gamboa, Marjorie, Universidad Central de Venezuela | Ovalles, Cesar, PDVSA Intevep | Manrique, Eduardo, PDVSA Intevep",2001,"SPE","'statistical+model'"
"Joint System Modeling For Rock Blocks","ARMA-96-1237","conference-paper","Young, Dae S., Mining Engineering Department, Michigan Technological University | Boontun, Amarin, Mining Engineering Department, Michigan Technological University",1996,"ARMA","'statistical+model'"
"Analysis of Fracturing and Fluid-Flow Characteristics of the Monterey Formation, Santa Barbara Channel, CA","SPE-12734-MS","conference-paper","LaPointe, P.R., ARCO Oil and Gas Co. | Belfield, W.C., ARCO Oil and Gas Co. | Helwig, J.A., ARCO Oil and Gas Co.",1984,"SPE","'statistical+model'"
"Improved Steamflood Analytical Model","SPE-97870-PA","journal-paper","Chandra, Suandy, Texas A&M University | Mamora, Daulat Debataraja, Texas A&M University",2007,"SPE","'statistical+model'"
"A Proposed Model for Multiphase Flow Through Naturally Fractured Reservoirs","SPE-9940-PA","journal-paper","Evans, Ronald D., U. of Oklahoma",1982,"SPE","'statistical+model'"
"Rap Project: An Innovative Approach To The Risk Assessment Of Pipeline","SPE-73946-MS","conference-paper","Mazzucchelli, Luca, Ambiente SpA | Pizzorni, Domenico, Praoil Spa | Comini, Andrea, FEEM | Scanarotti, Nadia, FEEM Servizi SrL",2002,"SPE","'statistical+model'"
"Multiphase Flow in Porous Media: II. Pore-level Modeling","SPE-11018-MS","conference-paper","Mohanty, Kishore K., ARCO Oil and Gas Co.",1982,"SPE","'statistical+model'"
"Application of a Method to Oil Spill Risk Assessment From Pipeline Failures","SPE-27303-MS","conference-paper","Sharma, M.P., U. of Wyoming | Kim, B., U. of Wyoming | Harris, H.G., U. of Wyoming",1994,"SPE","'statistical+model'"
"A Three-dimensional Numerical Analysis of Thermal Fracturing In Rock","ARMA-11-513","conference-paper","Min, Kyoung S., Harold Vance Department of Petroleum Engineering, Texas A&M University | Ghassemi, Ahmad, Harold Vance Department of Petroleum Engineering, Texas A&M University",2011,"ARMA","'statistical+model'"
"Some New Mathematical Approaches for Heterogeneous Porous Medium Flow Studies","SPE-1840-MS","conference-paper","Dupuy, Michel P., Institut Francais du Petrole",1967,"SPE","'statistical+model'"
"Improved Steamflood Analytical Model","SPE-97870-MS","conference-paper","Chandra, Suandy, | Mamora, Daulat Debataraja, Texas A&M University",2005,"SPE","'statistical+model'"
"Video:                  Development of a New Synthetic Hurricane Model for Deriving MetOcean Design Criteria for the Gulf of Mexico","OTC-25799-PT","presentation","Mudd, L., Applied Research Associates | Vickery, P., Applied Research Associates | Sarathi, P., American International Group",2015,"OTC","'statistical+model'"
"Gaining Competitive Edge by Managing Construction Risk","SPE-171441-MS","conference-paper","Wall, George, Asgard Project Solutions",2014,"SPE","'statistical+model'"
"The Influence of Drilling Direction On RQD Values of Rock Mass With Multiple Sets of Discontinuities And RQD Data Acquisition For In-depth Analysis","ARMA-2012-159","conference-paper","Chen, Gang, Department of Mining & Geological Engineering College of Engineering and Mines University of Alaska Fairbanks",2012,"ARMA","'statistical+model'"
"Using Machine Learning to Predict Lost Circulation in the Rumaila Field, Iraq","SPE-191933-MS","conference-paper","Al-Hameedi, Abo Taleb T., Missouri University of Science and Technology | Alkinani, Husam H., Missouri University of Science and Technology | Dunn-Norman, Shari, Missouri University of Science and Technology | Flori, Ralph E., Missouri University of Science and Technology | Hilgedick, Steven A., Missouri University of Science and Technology | Amer, Ahmed S., Newpark Technology Center/ Newpark Drilling Fluids | Alsaba, Mortadha T., Australian College of Kuwait",2018,"SPE","'statistical+model'"
"A Comparative Study of Statistical and Mathematical Methods for Natural Gas Pipeline Network Analysis","SPE-50335-MS","general","Lee, Eun-Lyong, Kon-Kuk University | Chang, Seung-Yong, Korea Gas Corporation | Kim, In-Won, Kon-Kuk University",1998,"SPE","'statistical+model'"
"Use of Least Squares To Estimate Gas-Well Gas Recoverable Reserves and First-Year Gas Production","SPE-27943-MS","conference-paper","Iledare, W.O., Louisiana State U.",1994,"SPE","'statistical+model'"
"Development of a New Synthetic Hurricane Model for Deriving MetOcean Design Criteria for the Gulf of Mexico","OTC-25799-MS","conference-paper","Mudd, L., Applied Research Associates | Vickery, P., Applied Research Associates | Sarathi, P., American International Group",2015,"OTC","'statistical+model'"
"Comparative Study of Wave Height Distributions","ISOPE-I-95-200","conference-paper","Yim, John Z., National Taiwan Ocean University | Shih, S.-L., National Taiwan Ocean University | Lai, M.-Y., National Taiwan Ocean University",1995,"ISOPE","'statistical+model'"
"Short Term Variations of Sea Ice Cover","ISOPE-I-95-147","conference-paper","Chouinard, L.E., McGill University | Garrigues, L., McGill University | Lebedev, G.A., McGill University, Ice Center Environment Canada, Atmospheric Environment Services",1995,"ISOPE","'statistical+model'"
"Characteristics of Icing Events In Quebec","ISOPE-I-98-184","conference-paper","ElFashny, K.N.G., McGill University | Chouinard, L.E., McGill University | Nguyen, V.T.V., McGill University | Laflamme, J.N., Hydro-Quebec",1998,"ISOPE","'statistical+model'"
"Automated Validation and Evaluation of Pipeline Leak Detection System Alarms","PSIG-1304","conference-paper","Carpenter, Philip, Great Sky River Enterprises LLC | Henrie, Morgan, MH Consulting, Inc. | Nicholas, Ed, Nicholas Simulation Services | Liddell, Paul, Alyeska Pipeline Service Co.",2013,"PSIG","'statistical+model'"
"Coupled Wave-Bed Dynamics, Atchafalaya Shelf, Louisiana","ISOPE-I-12-415","conference-paper","Sahin, Cihan, Department of Civil and Coastal Engineering, University of Florida | Sheremet, Alexandru, Department of Civil and Coastal Engineering, University of Florida | Safak, Ilgar, Department of Environmental Sciences, University of Virginia",2012,"ISOPE","'statistical+model'"
"A Study of the Possible Effects of Missing Values In a Wave Record","ISOPE-P-04-028","conference-paper","Yim, John Z., National Taiwan Ocean University | Choua, Chung-Ren, National Taiwan Ocean University | Huang, Wei-Po, Sinotech",2004,"ISOPE","'statistical+model'"
"Laboratory Investigation To Determine Hole Spacing into Rock Fracturing Using Non-Explosive Demolition Agent","ISRM-YSS-2017-015","conference-paper","Hutapea, Eduward H., Bandung Institute of Technology | Simangunsong, Ganda M., Bandung Institute of Technology | Widodo, Nuhindro Priagung, Bandung Institute of Technology",2017,"ISRM","'statistical+model'"
"Investigation of the Impact of Diagenesis on the Petrophysical Properties in the Complex Porosity Systems in Carbonates","SPWLA-2013-D","conference-paper","Wu, Kejian, _ | Katz, David, _ | Skalinski, Mark, _ | Salazar-Tio, Rafael, _",2013,"SPWLA","'statistical+model'"
"An Heuristic Freezing Spray Model Of Vessel Icing","ISOPE-94-04-2-119","journal-paper","Blackmore, R.Z., Department of Geography, University of Alberta | Lozowski, E.P., Department of Geography, University of Alberta",1994,"ISOPE","'statistical+model'"
"A Study of the Statistics of Wave Groups","ISOPE-I-00-220","conference-paper","Yim, John Z., National Taiwan Ocean University | Chou, Chung-Ren, National Taiwan Ocean University | Lin, Jaw-Guei, National Taiwan Ocean University",2000,"ISOPE","'statistical+model'"
"Statistical Extreme Wave Analysis of the Italian Sea Wave Measurement Network Data In the Period 1989-1999","ISOPE-I-00-235","conference-paper","Corsini, Stefano, Servizio Idrografico e Mareografico Nazionale | Guiducci, Franco, Servizio Idrografico e Mareografico Nazionale | Inghilesi, Roberto, Servizio Idrografico e Mareografico Nazionale",2000,"ISOPE","'statistical+model'"
"Extreme Wave Height And Wind Speed Combination For Maritime Structure Design","ISOPE-I-06-396","conference-paper","Dong, Sheng, College of Engineering, Ocean University of China | Ning, Meng, College of Engineering, Ocean University of China | Liu, Yakun, School of Civil Engineering and Architecture",2006,"ISOPE","'statistical+model'"
"Joint Probability Analysis of Hurricane Katrina 2005","ISOPE-I-06-222","conference-paper","Liu, Defu, Ocean University of China | Pang, Liang, Ocean University of China | FU, Gang, Ocean University of China | Shi, Hongda, Ocean University of China | Fan, Wei, Planning Bureau of Qingdao",2006,"ISOPE","'statistical+model'"
"Stochastic Sea Climate Simulation Based On Hindcast Data","ISOPE-I-06-219","conference-paper","Minoura, Munehiko, Department of Naval Architecture and Ocean Engineering, Osaka University | Naito, Shigeru, Department of Naval Architecture and Ocean Engineering, Osaka University",2006,"ISOPE","'statistical+model'"
"Dual-Scale Modeling of Time-Dependent Damage Evolution and Failure Process of Brittle Rocks","ARMA-2015-324","conference-paper","Lu, Yinlong, China University of Mining and Technology | Wang, Lianguo, China University of Mining and Technology | Sun, Xiaokang, China University of Mining and Technology | Pu, Hai, China University of Mining and Technology | Nei, Taoyi, China University of Mining and Technology",2015,"ARMA","'statistical+model'"
"Well-specific Blowout Risk Assessment","SPE-157319-MS","conference-paper","Vandenbussche, Valentin, Det Norske Veritas AS | Bergsli, Anders, DNV | Brandt, Havard, Det Norske Veritas (DNV) | Brude, Odd Willy Willy, Det Norske Veritas (DNV) | Nissen-lie, Torild R., DNV",2012,"SPE","'statistical+model'"
"Neural Network Approach to the Problem of Recovering Lost Data In a Network of Marine Buoys","ISOPE-I-01-326","conference-paper","Puca, S., University of Rome | Tirozzi, B., University of Rome | Arena, G., SIMN (NationalHydrological and Marine Survey -National Technical Surveys Dept. of Italy) | Corsini, S., SIMN (NationalHydrological and Marine Survey -National Technical Surveys Dept. of Italy) | lnghilesi, R., SIMN (NationalHydrological and Marine Survey -National Technical Surveys Dept. of Italy)",2001,"ISOPE","'statistical+model'"
"Study On the Characteristics of the Coastal Wind Fields In Keelung","ISOPE-I-01-317","conference-paper","Yim, John Z., National Taiwan Ocean University | Chou, Chung-Ren, National Taiwan Ocean University",2001,"ISOPE","'statistical+model'"
"Application of Artificial Neural Networks for Predicting the Height of Destressed Zone Above the Mined Panel in Longwall Coal Mining","ARMA-2013-605","conference-paper","Majdi, A., University of Tehran | Rezaei, M., University of Tehran",2013,"ARMA","'statistical+model'"
"An Heuristic Freezing Spray Model of Vessel Icing","ISOPE-I-93-196","conference-paper","Blackmore, R.Z., University of Alberta | Lozowski, E.P., University of Alberta",1993,"ISOPE","'statistical+model'"
"Petrofacies: Enhancing the Deepwater Reservoir Characterization Effort in West Africa","SPWLA-2003-v44n3a1","journal-paper","Sullivan, Keith B., ExxonMobil Exploration Company | Campbell, John S., ExxonMobil Exploration Company | Dahlberg, Kenneth E., ExxonMobil Exploration Company",2003,"SPWLA","'statistical+model'"
"Predictive Analytics for Safety Related Service Water Systems.","NACE-2014-4368","conference-paper","Crompton, Andrew M., Structural Integrity Associates, Inc. | Wood, Peter A., Structural Integrity Associates, Inc.",2014,"NACE","'statistical+model'"
"Use of Mathematical Modeling of Ice Regime For Simulating Ice Load On Sakhalin Offshore Structure","ISOPE-I-99-198","conference-paper","Bekker, Alexander T., Far-Eastern State Technical University | Appel, Igor, Raytheon",1999,"ISOPE","'statistical+model'"
