"book_title","paper_id","dc_type","authors","year","source","keyword"
"A Coal Seam Gas Development Evaluation Workflow","SPE-191863-18APOG-MS","conference-paper","Kuznetsov, Dan, Arrow Energy | Van Spaendonck, Rutger, Arrow Energy | Beaney, Simon, Arrow Energy",2018,"SPE","'computational+intelligence'"
"Can geophysical-inspired signal analysis sharpen the image of the brain’s neural response to a task?","SEG-2018-2997369","conference-paper","Aitken, Julie, University of Calgary | Fear, Elise, University of Calgary | Protzner, Andrea, University of Calgary",2018,"SEG","'computational+intelligence'"
"Application of Artificial Intelligence Methods for Predicting Water Saturation from New Seismic Attributes.","OTC-28221-MS","conference-paper","Sambo, Chico Horacio, Universiti Teknologi PETRONAS | Hermana, Maman, Universiti Teknologi PETRONAS | Babasari, Amir, Universiti Teknologi PETRONAS | Janjuhah, Hammad Tariq, Universiti Teknologi PETRONAS | Ghosh, Deva P., Universiti Teknologi PETRONAS",2018,"OTC","'computational+intelligence'"
"Seismic model estimation using particle-swarm optimization","SEG-2018-2998152","conference-paper","Liu, Bo, King Fahd University of Petroleum and Minerals (KRUPM) | Mohandes, M., King Fahd University of Petroleum and Minerals (KRUPM) | Nuha, Hilal, King Fahd University of Petroleum and Minerals (KRUPM)",2018,"SEG","'computational+intelligence'"
"Prescriptive-Based Decision Support System for Online Real-Time Electrical Submersible Pump Operations Management","SPE-181013-MS","conference-paper","Adesanwo, Moradeyo, Baker Hughes Incorporated | Denney, Tommy, Baker Hughes Incorporated | Lazarus, Sony, Baker Hughes Incorporated | Bello, Oladele, Baker Hughes Incorporated",2016,"SPE","'computational+intelligence'"
"Automated target-oriented acquisition geometry optimization in marine environment","SEG-2018-2997815","conference-paper","Wu, Sixue, Delft University of Technology, Delphi Consortium | Verschuur, Eric, Delft University of Technology, Delphi Consortium | Blacquière, Gerrit, Delft University of Technology, Delphi Consortium",2018,"SEG","'computational+intelligence'"
"Applicability Analysis of Optimization Algorithms for Oil Fields Development Control","SPE-191613-18RPTC-MS","conference-paper","Nuzhin, Egor, Skolkovo Institute of Science and Technology | Yaubatyrov, Ramil, Gazpromneft NTC Ltd. | Kotezhekov, Viktor, Gazpromneft NTC Ltd. | Babin, Vladimir, Gazpromneft NTC Ltd.",2018,"SPE","'computational+intelligence'"
"Hybrid Intelligent Decision Support System for Drill Rig Performance Analysis and Selection During Well Construction","IPTC-18964-MS","conference-paper","Bello, O., Institute of Petroleum Engineering, Clausthal University of Technology | Yaakob, A. M., School of Quantitative Sceinces, Universiti Utara Malaysia | Gegov, A., School of Computing, University of Porthmouth | Teodoriu, C., Mewbourne School of Petroleum and Geological Engineering, University of Oklahoma | Oppelt, J., Institute of Petroleum Engineering, Clausthal University of Technology | Holzmann, J., Institute of Petroleum Engineering, Clausthal University of Technology",2016,"IPTC","'computational+intelligence'"
"Integrated Drilling Database Enables Automated Drilling Engineering Design","SPE-176331-MS","conference-paper","Shi, Xiaoyan, CNPC Drilling Engineering and Technology Research Institute | Zhou, Yingcao, CNPC Drilling Engineering and Technology Research Institute | Song, Peng, CNPC Drilling Engineering and Technology Research Institute | Zhao, Qing, CNPC Drilling Engineering and Technology Research Institute | Jiang, Hongwei, CNPC Drilling Engineering and Technology Research Institute | Huo, Zongqiang, CNPC Drilling Engineering and Technology Research Institute | Yang, Guang, CNPC Drilling Engineering and Technology Research Institute | Zhai, Xiaoqiang, CNPC Drilling Engineering and Technology Research Institute",2015,"SPE","'computational+intelligence'"
"Applied Advanced Control Systems for Electrostatic Dehydrators in the Upstream Oil Industry","SPE-174149-MS","conference-paper","Perez, H. D., Genius Engineering Corp | Grandas, G. Grandas, Pacific Rubiales Energy | Perez-Rodriguez, H., Pacific Rubiales Energy",2015,"SPE","'computational+intelligence'"
"Reservoir Uncertainty Analysis: The Trends from Probability to Algorithms and Machine Learning","SPE-181049-MS","conference-paper","Ani, Maureen, Robert Gordon University | Oluyemi, Gbenga, Robert Gordon University | Petrovski, Andrei, Robert Gordon University | Rezaei-Gomari, Sina, Teesside University",2016,"SPE","'computational+intelligence'"
"Optimization of Rate of Penetration in a Convoluted Drilling Framework using Ant Colony Optimization","SPE-178847-MS","conference-paper","Jiang, Wanyi, University of Houston | Samuel, Robello, Halliburton",2016,"SPE","'computational+intelligence'"
"Open Source Toolkit for Micro-Model Generation Using 3D Printing","SPE-190852-MS","conference-paper","Seers, Thomas D., Texas A&M University | Alyafei, Nayef, Texas A&M University",2018,"SPE","'computational+intelligence'"
"Rapid Data Integration and Analysis for Upstream Oil and Gas Applications","SPE-174907-MS","conference-paper","Cheung, Chung Ming, University of Southern California | Goyal, Palash, University of Southern California | Harris, Greg, University of Southern California | Patri, Om, University of Southern California | Srivastava, Ajitesh, University of Southern California | Zhang, Yinuo, University of Southern California | Panangadan, Anand, University of Southern California | Chelmis, Charalampos, University of Southern California",2015,"SPE","'computational+intelligence'"
"A Dynamic Data-Driven Inversion Based Method for Multi-Layer Flow and Formation Properties Estimation","SPE-181025-MS","conference-paper","Bello, Oladele, Baker Hughes Incorporated | Ji, Minsuk, Baker Hughes Incorporated | Denney, Tommy, Baker Hughes Incorporated | Lazarus, Sony, Baker Hughes Incorporated | Vettical, Celestine, Baker Hughes Incorporated",2016,"SPE","'computational+intelligence'"
"Drilling Hydraulics Optimization Using Neural Networks","SPE-173420-MS","conference-paper","Wang, Yanfang, University of Louisiana at Lafayette | Salehi, Saeed, University of Louisiana at Lafayette",2015,"SPE","'computational+intelligence'"
"Prediction of Oil and Gas Reservoir Properties using Support Vector Machines","IPTC-14514-MS","conference-paper","Anifowose, Fatai Adesina, King Fahd U. of Petr. & Min. | Ewenla, AbdlAzeem Oyafemi, Obafemi Awolowo University | Eludiora, Safiriyu Ijiyemi, Obafemi Awolowo University",2011,"IPTC","'computational+intelligence'"
"Constrained, Multi-Objective, Steamflood Injection Redistribution Optimization, using a Cloud-Distributed, Metamodel-Assisted, Memetic Optimization Algorithm","SPE-186010-MS","conference-paper","Kyriacou, Stylianos, Tachyus Inc | Sarma, Pallav, Tachyus Inc | Hunt, Ian, Tachyus Inc",2017,"SPE","'computational+intelligence'"
"Design of Offshore Production Systems Considering Uncertainties","SPE-191507-MS","conference-paper","Sales, Leonardo de Pádua Agripa, University of Campinas | Morooka, Celso Kazuyuki, University of Campinas",2018,"SPE","'computational+intelligence'"
"On Optimal Selection of Objective Grouping for Multiobjective History Matching","SPE-185957-PA","journal-paper","Hutahaean, Junko, Heriot-Watt University | Demyanov, Vasily, Heriot-Watt University | Christie, Michael A., Heriot-Watt University",2017,"SPE","'computational+intelligence'"
"Integrating Human Factors into Petroleum Engineering's Curriculum: Essential Training for Students","SPE-187241-MS","conference-paper","Dadmohammadi, Y., School of Petroleum and Geological Engineering, The University of Oklahoma | Salehi, S., School of Petroleum and Geological Engineering, The University of Oklahoma | Kiran, R., School of Petroleum and Geological Engineering, The University of Oklahoma | Jeon, J., Department Industrial & System Engineering, The University of Oklahoma | Kang, Z., Department Industrial & System Engineering, The University of Oklahoma | Cokely, E. T., Department of Psychology and The National Institute for Risk & Resilience, The University of Oklahoma | Ybarra, V., Department of Psychology and The National Institute for Risk & Resilience, The University of Oklahoma",2017,"SPE","'computational+intelligence'"
"Next Generation Downhole Big Data Platform for Dynamic Data-Driven Well and Reservoir Management","SPE-186033-MS","conference-paper","Bello, Oladele, Baker Hughes Incorporated | Yang, Don, Baker Hughes Incorporated | Lazarus, Sony, Baker Hughes Incorporated | Wang, Xiaowei Shawn, Baker Hughes Incorporated | Denney, Tommy, Baker Hughes Incorporated",2017,"SPE","'computational+intelligence'"
"A Two-Level Strategy to Realize Life-Cycle Production Optimization in an Operational Setting","SPE-149736-PA","journal-paper","van Essen, Gijs, Delft University of Technology | Van den Hof, Paul, Eindhoven University of Technology | Jansen, Jan-Dirk, Delft University of Technology",2013,"SPE","'computational+intelligence'"
"Model-Based Multi-Objective Optimization Methods for Efficient Management of Subsurface Flow","SPE-182598-MS","conference-paper","Fu, Jianlin, Chevron Energy Technology Compan | Wen, Xian-Huan, Chevron Energy Technology Compan",2017,"SPE","'computational+intelligence'"
"Impact of Model Parameterisation and Objective Choices on Assisted History Matching and Reservoir Forecasting","SPE-176389-MS","conference-paper","Hutahaean, J. J., Heriot-Watt University | Demyanow, V., Heriot-Watt University | Christie, M. A., Heriot-Watt University",2015,"SPE","'computational+intelligence'"
"An Efficient Optimisation Technique Using Adaptive Spectral High-Dimensional Model Representation: Application to CO2 Sequestration Strategies","SPE-173283-MS","conference-paper","Petvipusit, Kurt R., Department of Earth Science and Engineering, Imperial College London | Elsheikh, Ahmed H., Institute of Petroleum Engineering, Heriot-Watt university, UK | King, Peter R., Department of Earth Science and Engineering, Imperial College London | Blunt, Martin J., Department of Earth Science and Engineering, Imperial College London",2015,"SPE","'computational+intelligence'"
"Comparison of Stochastic Sampling Algorithms for Uncertainty Quantification","SPE-119139-PA","journal-paper","Mohamed, Linah, Heriot-Watt University | Christie, Michael A., Heriot-Watt University | Demyanov, Vasily, Heriot-Watt University",2010,"SPE","'computational+intelligence'"
"Use of Tracers to Evaluate and Optimize Scale-Squeeze-Treatment Design in the Norne Field","SPE-164114-PA","journal-paper","Vazquez, Oscar, Heriot-Watt University | Mackay, Eric, Heriot-Watt University | Tjomsland, Tore, Statoil | Nygård, Ole-Kristian, Statoil | Storås, Elisabeth, Statoil",2014,"SPE","'computational+intelligence'"
"Particle Swarm Optimization Algorithm for Optimum Well Placement Subject to Realistic Field Development Constraints","SPE-175590-MS","conference-paper","Jesmani, Mansoureh, NTNU | Bellout, Mathias C., NTNU | Hanea, Remus, Statoil | Foss, Bjarne, NTNU",2015,"SPE","'computational+intelligence'"
"Applicability Analysis of Optimization Algorithms for Oil Fields Development Control (Russian)","SPE-191613-18RPTC-RU","conference-paper","Nuzhin, Egor, Skolkovo Institute of Science and Technology | Yaubatyrov, Ramil, Gazpromneft NTC Ltd. | Kotezhekov, Viktor, Gazpromneft NTC Ltd. | Babin, Vladimir, Gazpromneft NTC Ltd.",2018,"SPE","'computational+intelligence'"
"New Inflow Performance Relationship for a Horizontal Well in a Naturally Fractured Solution Gas Drive Reservoirs using Artificial Intelligence Technique.","OTC-28367-MS","conference-paper","Tariq, Zeeshan, King Fahd University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals | Khan, Mohammad Rasheed, King Fahd University of Petroleum & Minerals | Sadeed, Ahmed, King Fahd University of Petroleum & Minerals",2018,"OTC","'computational+intelligence'"
"Application of Artificial Intelligence Techniques in Drilling System Design and Operations: A State of the Art Review and Future Research Pathways","SPE-184320-MS","conference-paper","Bello, Opeyemi, Institute of Petroleum Engineering, Clausthal University of Technology | Teodoriu, Catalin, Mewbourne School of Petroleum and Geological Engineering, University of Oklahoma | Yaqoob, Tanveer, Institute of Petroleum Engineering, Clausthal University of Technology | Oppelt, Joachim, Institute of Petroleum Engineering, Clausthal University of Technology | Holzmann, Javier, Institute of Petroleum Engineering, Clausthal University of Technology | Obiwanne, Alisigwe, Institute of Petroleum Engineering, Clausthal University of Technology",2016,"SPE","'computational+intelligence'"
"Predicting Core Porosity using Wire-Line Logs at Dagger Draw Field, SE New Mexico","SPE-59554-MS","conference-paper","Balch, R.S., New Mexico Tech | Weiss, W.W., New Mexico Tech | Wo, S., New Mexico Tech | Welch, D., New Mexico Tech",2000,"SPE","'computational+intelligence'"
"Comparative Analysis of Feature Selection-Based Machine Learning Techniques in Reservoir Characterization","SPE-178006-MS","conference-paper","Akande, Kabiru O., King Fahd University of Petroleum and Minerals | Olatunji, Sunday O., University of Dammam | Owolabi, Taoreed O., King Fahd University of Petroleum and Minerals | AbdulRaheem, AbdulAzeez, King Fahd University of Petroleum and Minerals",2015,"SPE","'computational+intelligence'"
"A Discrete Imaging Formulation for History Matching Complex Geologic Facies","SPE-182727-MS","conference-paper","Khaninezhad, Mohammad-Reza, University of Southern California | Jafarpour, Behnam, University of Southern California",2017,"SPE","'computational+intelligence'"
"An Experimental Investigation of WAG Injection Performance under Near-Miscible Conditions in Carbonate Rock and Comparison with Sandstone","SPE-190053-MS","conference-paper","Alkhazmi, Bashir, Centre for Enhanced Oil Recovery and CO2 Solutions, Heriot-Watt University | Farzaneh, S. Amir, Centre for Enhanced Oil Recovery and CO2 Solutions, Heriot-Watt University | Sohrabi, Mehran, Centre for Enhanced Oil Recovery and CO2 Solutions, Heriot-Watt University | Sisson, Adam, Centre for Enhanced Oil Recovery and CO2 Solutions, Heriot-Watt University",2018,"SPE","'computational+intelligence'"
"Least Square Support Vector Machine: An Emerging Tool for Data Analysis","SPE-180202-MS","conference-paper","Panja, Palash, University of Utah | Pathak, Manas, University of Utah | Velasco, Raul, University of Utah | Deo, Milind, University of Utah",2016,"SPE","'computational+intelligence'"
"Modeling and Simulation of a Cylinder Hoisting System for Real-Time Hardware-in-the-Loop Testing","SPE-184406-PA","journal-paper","Pawlus, Witold, MHWirth AS | Liland, Fred, MHWirth AS | Nilsen, Nicolai, MHWirthAS | Øydna, Søren, MHWirth AS | Hovland, Geir, University of Agder | Wroldsen, Torstein K., University of Agder",2017,"SPE","'computational+intelligence'"
"The Role of Machine Learning in Drilling Operations; A Review","SPE-191823-18ERM-MS","conference-paper","Noshi, Christine I., Texas A&M university | Schubert, Jerome J., Texas A&M university",2018,"SPE","'computational+intelligence'"
"Proxy-Based Metamodeling Optimization of the Gas-Assisted Gravity Drainage GAGD Process in Heterogeneous Sandstone Reservoirs","SPE-185701-MS","conference-paper","Al-Mudhafar, Watheq J., Louisiana State University | Rao, Dandina N., Louisiana State University",2017,"SPE","'computational+intelligence'"
"Design and Development of Data-Driven Screening Tools for Enhanced Oil Recovery Processes","SPE-190028-MS","conference-paper","Yalgin, G., Middle East Technical University | Zarepakzad, N., Middle East Technical University | Artun, E., Middle East Technical University | Durgut, I., Middle East Technical University | Kok, M. V., Middle East Technical University",2018,"SPE","'computational+intelligence'"
