"book_title","paper_id","dc_type","authors","year","source","keyword"
"A Management Decision Tool for Ranking Oil Sands Resource Development Opportunities","SPE-169855-MS","conference-paper","Dlugan, M., SPE | Pompa, A., Nexen Energy ULC",2014,"SPE","'predictive+analytics'"
"System Run Life Improvement for Rod Driven PCP in High Deviation Well","SPE-190948-MS","conference-paper","Khadav, Sandeep, Cairn Oil & Gas, a vertical of Vedanta Limited | Agarwal, Shubham, Cairn Oil & Gas, a vertical of Vedanta Limited | Kumar, Piyush, Cairn Oil & Gas, a vertical of Vedanta Limited | Pandey, Nimish, Cairn Oil & Gas, a vertical of Vedanta Limited | Parasher, Arunabh, Cairn Oil & Gas, a vertical of Vedanta Limited | Kumar, Sanjeev, Cairn Oil & Gas, a vertical of Vedanta Limited | Agarwal, Vinay, Cairn Oil & Gas, a vertical of Vedanta Limited | Tiwari, Shobhit, Cairn Oil & Gas, a vertical of Vedanta Limited",2018,"SPE","'predictive+analytics'"
"The Role of Machine Learning in Drilling Operations; A Review","SPE-191823-18ERM-MS","conference-paper","Noshi, Christine I., Texas A&M university | Schubert, Jerome J., Texas A&M university",2018,"SPE","'predictive+analytics'"
"The Rise of the Machines, Analytics, and the Digital Oilfield: Artificial Intelligence in the Age of Machine Learning and Cognitive Analytics","URTEC-2668073-MS","conference-paper","Ball, Kathryn, Devon Energy | Arbus, Tristan, Devon Energy | Odi, Uchenna, Devon Energy | Sneed, Jessamyn, Devon Energy",2017,"URTEC","'predictive+analytics'"
"Predicting Compressor Valve Failures from Multi-Sensor Data","SPE-174044-MS","conference-paper","Patri, Om Prasad, University of Southern California | Reyna, Nabor, Chevron Information Technology Company | Panangadan, Anand, University of Southern California | Prasanna, Viktor, University of Southern California",2015,"SPE","'predictive+analytics'"
"Technique Blends Dimensionless Numbers and Data Mining To Predict Recovery Factors","SPE-1017-0088-JPT","journal-paper","Wilson, Adam, JPT Special Publications Editor",2017,"SPE","'predictive+analytics'"
"Benchmarking Recovery Factors for Carbonate Reservoirs: Key Challenges and Main Findings from Middle Eastern Fields","SPE-193094-MS","conference-paper","Gomes, Jorge, ADNOC | Narayanan, Ram, ADNOC | Parra, Humberto, ADNOC | Saputelli, Luigi, ADNOC | Bansal, Yogesh, ADNOC",2018,"SPE","'predictive+analytics'"
"Liquids-Rich Permian Showcased as a Model Basin","SPE-1118-0050-JPT","journal-paper","Zborowski, Matt, JPT Technology Writer",2018,"SPE","'predictive+analytics'"
"Technology Focus: New-Frontier Reservoirs I (July 2017)","SPE-0717-0069-JPT","journal-paper","Chipperfield, Simon, Santos",2017,"SPE","'predictive+analytics'"
"A Novel Hybrid Artificial Intelligence Predictive Multi-Stages Model for Gas Compressors Based on Multi-Factors","SPE-193181-MS","conference-paper","Almadhoun, Wael, ADNOC Offshore | Alashqar, Ameed, ADNOC Offshore",2018,"SPE","'predictive+analytics'"
"Drilling Cube - A State of the Art & Innovative Dynamic Well Data Platform - Monitor Wells Delivery Performance, Predict for Enhancement Opportunity & Decision Making & to Manage Well Cost…","SPE-192720-MS","conference-paper","Al Shamsi, Juma, ADNOC Onshore | Zahran, Hussain, ADNOC Onshore",2018,"SPE","'predictive+analytics'"
"Casing Vapor Recovery Optimization and Heavy Oil Maximization through Seasonal Effects","SPE-185621-MS","conference-paper","Gentile, Lauren, Aera Energy LLC | Larner, Erin, Aera Energy LLC",2017,"SPE","'predictive+analytics'"
"Oil Rim De-Risking and Appraisal Value of Information in a Gas Reservoir","SPE-184343-MS","conference-paper","David, Olayinka, Shell Petroleum Development Company | Laoye, Abiodun, Shell Petroleum Development Company | Odegbesan, Seyi, Shell Petroleum Development Company | Isimbabi, Onoze, Shell Petroleum Development Company | Obeahon, Percy, Shell Petroleum Development Company",2016,"SPE","'predictive+analytics'"
"Digital Revolution: How Digital Technologies Will Transform E&P Business Models in Asia-Pacific","SPE-187027-MS","conference-paper","Volkenborn, Arnold, Accenture Strategy Energy | Lea-Cox, Andrew, Accenture Strategy Energy | Tan, Wei Yi, Accenture Strategy Energy",2017,"SPE","'predictive+analytics'"
"Regional Saltwater Disposal Facility Planning Utilizing Data Analytic Methods","URTEC-2460712-MS","conference-paper","Kronkosky, Chad E., Texas Tech University | Ettehadtavakkol, Amin, Texas Tech University",2016,"URTEC","'predictive+analytics'"
"The Internet of Things in Upstream Oil and Gas - How Can Decisions Be Made in Real-Time and Safely Manage Risk?","SPE-181052-MS","conference-paper","Crockett, Brian J, Accenture, Ltd",2016,"SPE","'predictive+analytics'"
"Proactive Rod Pump Optimization: Leveraging Big Data to Accelerate and Improve Operations","SPE-181216-MS","conference-paper","Palmer, Tyler, Denbury Resources Inc. | Turland, Mark, Denbury Resources Inc.",2016,"SPE","'predictive+analytics'"
"Novel Well Modelling Approach Enhances Daily Production Rate Estimation and Allocation Process in an Intelligent Oil Field, Abu Dhabi","SPE-187930-MS","conference-paper","Rubio, Erismar, Abu Dhabi Company for Onshore Petroleum Operations Ltd | Caicedo, Sergio, Abu Dhabi Company for Onshore Petroleum Operations Ltd | BinAmro, Ahmed, Abu Dhabi Company for Onshore Petroleum Operations Ltd | Davila, Rayner, Abu Dhabi Company for Onshore Petroleum Operations Ltd",2017,"SPE","'predictive+analytics'"
"Guest Editorial: Cognitive Computing: Augmenting Human Intelligence To Improve Oil and Gas Outcomes","SPE-0418-0014-JPT","journal-paper","Kimbleton, Scott, IBM | Matson, John, IBM",2018,"SPE","'predictive+analytics'"
"Intelligent Oil Field of the Future: Will the Future Be Too Late?","SPE-115030-MS","conference-paper","Rajan, Surya, Marathon Oil Co. | Krome, Jonathan David, IBM",2008,"SPE","'predictive+analytics'"
"A Comprehensive Approach to Completion Optimization","SPE-72386-MS","conference-paper","Venkitaraman, A., Schlumberger | Manrique, J.F., Schlumberger | Poe, B.D. Jr., Schlumberger",2001,"SPE","'predictive+analytics'"
"Artificial Intelligence Comes of Age in Oil and Gas","SPE-0113-0050-JPT","journal-paper","Braswell, Gentry, JPT Online Technology Editor",2013,"SPE","'predictive+analytics'"
"Application of Machine Learning Ideas to Reservoir Fluid Properties Estimation","SPE-193461-MS","conference-paper","Onwuchekwa, Chukwuma, Shell Petroleum Development Company of Nigeria Limited",2018,"SPE","'predictive+analytics'"
"Fusion of Engineering and IT Transforms the E&P Business","SPE-0410-0032-JPT","journal-paper","Brule, Mike, Technomation",2010,"SPE","'predictive+analytics'"
"Video:                  Application of Data Science and Machine Learning for Well Completion Optimization","OTC-28632-PT","presentation","Pankaj, Piyush, Schlumberger | Geetan, Steve, EP Energy Corporation | MacDonald, Richard, EP Energy Corporation | Shukla, Priyavrat, Schlumberger | Sharma, Abhishek, Schlumberger | Menasria, Samir, Schlumberger | Xue, Han, Schlumberger | Judd, Tobias, Schlumberger",2018,"OTC","'predictive+analytics'"
"Application of Well-Base Surrogate Reservoir Models (SRMs) to Two Offshore Fields in Saudi Arabia, Case Study","SPE-153845-MS","conference-paper","Mohaghegh, Shahab D., West Virginia U. | Liu, Jim S., Saudi Aramco | Gaskari, Razi, Intelligent Solution Inc | Maysami, Mohammad, Stanford University | Olukoko, Olugbenga A., Saudi Aramco",2012,"SPE","'predictive+analytics'"
"Data Aggregation and Drilling Automation: Connecting the Interoperability Bridge between Acquisition, Monitoring, Evaluation, and Control","SPE-151412-MS","conference-paper","Sadlier, Andreas G., Baker Hughes Inc. | Laing, Moray L., Baker Hughes Inc. | Shields, John A., Baker Hughes",2012,"SPE","'predictive+analytics'"
"Benchmarking Your Leading Safety Indicators to Manage Jobsite Risk","ASSE-09-501","conference-paper","Hohn, Todd, Standfast USA Chicago | Duden, Dave, Deloitte Consulting Hartford",2009,"ASSE","'predictive+analytics'"
"Rate of Penetration (ROP) Modeling Using Hybrid Models: Deterministic and Machine Learning","URTEC-2896522-MS","conference-paper","Hegde, Chiranth, The University of Texas | Soares, Cesar, The University of Texas | Gray, Ken, The University of Texas",2018,"URTEC","'predictive+analytics'"
"Technology Focus: Data Management and Communication (October 2014)","SPE-1014-0178-JPT","journal-paper","Saputelli, Luigi, Frontender Corporation",2014,"SPE","'predictive+analytics'"
"Technology Focus: Knowledge Management and Training (October 2012)","SPE-1012-0132-JPT","journal-paper","Saputelli, Luigi, _",2012,"SPE","'predictive+analytics'"
"Energy, Environment, and Social Development: SPE’s New Strategic Plan - Emphasizing Pride in What We Do","SPE-1118-0010-JPT","journal-paper","Alnuaim, Sami, 2019 SPE President",2018,"SPE","'predictive+analytics'"
"Technology Focus: Petroleum Data Analytics (October 2018)","SPE-1018-0061-JPT","journal-paper","Saputelli, Luigi, ADNOC / Frontender Corporation",2018,"SPE","'predictive+analytics'"
"Horizontal Wellbore Collapse in an Anisotropic Formation","SPE-25504-MS","conference-paper","Ong, See Hong, U. of Oklahoma | Roegiers, J-C., U. of Oklahoma",1993,"SPE","'predictive+analytics'"
"Need for Speed: Data Analytics Coupled to Reservoir Characterization Fast Tracks Well Completion Optimization","SPE-189790-MS","conference-paper","Pankaj, Piyush, Schlumberger | Geetan, Steve, EP Energy Corporation | MacDonald, Richard, EP Energy Corporation | Shukla, Priyavrat, Schlumberger | Sharma, Abhishek, Schlumberger | Menasria, Samir, Schlumberger | Judd, Tobias, Schlumberger",2018,"SPE","'predictive+analytics'"
"Wellbore Stability","SPE-13340-PA","journal-paper","Cheatham, J.B. Jr., Rice U",1984,"SPE","'predictive+analytics'"
"Application of Data Science and Machine Learning for Well Completion Optimization","OTC-28632-MS","conference-paper","Pankaj, Piyush, Schlumberger | Geetan, Steve, EP Energy Corporation | MacDonald, Richard, EP Energy Corporation | Shukla, Priyavrat, Schlumberger | Sharma, Abhishek, Schlumberger | Menasria, Samir, Schlumberger | Xue, Han, Schlumberger | Judd, Tobias, Schlumberger",2018,"OTC","'predictive+analytics'"
"Artificial Intelligence for Shipboard Asset Failure Prediction","SNAME-SMC-2018-056","conference-paper","Mitchell, Walter, SparkCognition, Inc. | Rosner, Marla, SparkCognition, Inc.",2018,"SNAME","'predictive+analytics'"
"SAGD dynamic reservoir property characterization using machine learning","SEG-2018-2996228","conference-paper","Tiwari, Upendra, ConocoPhillips, Houston, TX | Roy, Baishali, ConocoPhillips, Houston, TX | Cardozo, Luis E., ConocoPhillips, Canada",2018,"SEG","'predictive+analytics'"
"Video:                  Assessing Uncertainty in Hydrocarbon Volumes with Application of a Workflow on a Field","OTC-25967-PT","presentation","Schnetzler, E. T., NEOS GeoSolutions",2015,"OTC","'predictive+analytics'"
"The Data Reservoir: How Big Data Technologies Advance Data Management and Analytics in E&P","SPE-173445-MS","conference-paper","Brulé, M.R., IBM Software Group",2015,"SPE","'predictive+analytics'"
"Using Big Data and Smart Field Technology for Detecting Leakage in a CO2 Storage Project","SPE-166137-MS","conference-paper","Haghighat, S. Alireza, West Virginia University | Mohaghegh, Shahab D., West Virginia University | Gholami, Vida, West Virginia University | Shahkarami, Alireza, West Virginia University | Moreno, Daniel Alejandro, West Virginia University",2013,"SPE","'predictive+analytics'"
"Using Data-Driven Analytics to Assess the Impact of Design Parameters on Production from Shale","SPE-166240-MS","conference-paper","Esmaili, S., West Virginia University | Mohaghegh, S.D., West Virginia University",2013,"SPE","'predictive+analytics'"
"Application of Machine Learning Methods for Modeling the Current Indicators of Operating Wells Stock of PJSC Gazprom Neft","SPE-191585-18RPTC-MS","conference-paper","Teplyakov, Nikolay, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Slabetskiy, Andrey, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Sarapulov, Nikolay, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Simonov, Maksim, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Perets, Dmitriy, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Kotezhekov, Viktor, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE | Andrianova, Alla, LLC GAZPROMNEFT SCIENCE & TECHNOLOGY CENTRE",2018,"SPE","'predictive+analytics'"
"New Approach to Identify Analogue Reservoirs","SPE-166449-MS","conference-paper","Martin Rodriguez, H., Repsol | Escobar, E., Repsol | Embid, S., Repsol | Rodriguez, N., Repsol | Hegazy, M., Repsol | Lake, Larry W., University of Texas At Austin",2013,"SPE","'predictive+analytics'"
"Causal Analysis and Data Mining of Well Stimulation Data Using Classification and Regression Tree with Enhancements","SPE-166472-MS","conference-paper","Bhattacharya, Srimoyee, Halliburton | Maucec, Marko, Halliburton | Yarus, Jeffrey Marc, Halliburton | Fulton, Dwight David, Halliburton | Orth, Jon Matthew, Halliburton | Singh, Ajay Pratap, Halliburton",2013,"SPE","'predictive+analytics'"
