"book_title","paper_id","dc_type","authors","year","source","keyword"
"SUPPLEMENTARY/SPE-173455-SUP.pdf","SPE-173455-MS","media","",NA,NA,"'data-driven'"
"SUPPLEMENTARY/SPE-173336-SUP.pdf","SPE-173336-MS","media","",NA,NA,"'data-driven'"
"SUPPLEMENTARY/SPE-191592-18RPTC-MS-SUP.pdf","SPE-191592-18RPTC-MS","media","",NA,NA,"'data-driven'"
"SUPPLEMENTARY/SPE-191592-18RPTC-RU-SUP.pdf","SPE-191592-18RPTC-RU","media","",NA,NA,"'data-driven'"
"Data-driven time-frequency analysis of seismic data using regularized nonstationary autoregression","SEG-2016-13865416","conference-paper","Wu, Guoning, University of Texas—Austin | Fomel, Sergey, University of Texas—Austin | Chen, Yangkang, Oak Ridge National Laboratory",2016,"SEG","'data-driven'"
"Building the initial velocity model for refraction tomography: A data-driven approach","SEG-2018-2995368","conference-paper","Re, Simone, Schlumberger",2018,"SEG","'data-driven'"
"A Data-Driven Proppant-Filled Fracture Model: Comparing Sliding Sleeve and Plug and Perf Completion Styles","SEG-2015-5933284","conference-paper","McKenna, Jonathan P., MicroSeismic Inc. | Quezada, Oscar, Anadarko Petroleum Company | Toohey, Nathan M., MicroSeismic Inc. | Grealy, Michael H., MicroSeismic Inc.",2015,"SEG","'data-driven'"
"Extensions to and Roll Out of Data Driven Production Surveillance and Optimization","SPE-112037-MS","conference-paper","Moncur, Charlie E., Shell Global Solutions International | Jakeman, Simon Victor John, Shell Global Solutions | Berendschot, Leo, Shell Global Solutions | Cramer, Ron, Shell Global Solutions | Briers, Jan, IPCOS N.V. | Stroobant, Filip, IPCOS N.V. | Ahmad, Rosiah Haji, SIEP | Goh, Keat-Choon, Shell",2008,"SPE","'data-driven'"
"Cognitive Analytical System Based on Data-Driven Approach for Mature Reservoir Management (Russian)","SPE-191592-18RPTC-RU","conference-paper","Gopa, Konstantin, Inline Group | Yamov, Sergey, Inline Group | Naugolnov, Mihail, Gazpromneft Science & Technology Center | Perets, Dmitrii, Gazpromneft Science & Technology Center | Simonov, Maksim, Gazpromneft Science & Technology Center",2018,"SPE","'data-driven'"
"Data-driven Multi-mode Interval Velocity Analysis In Terms of P-Q Wavefront Attributes","SEG-2003-2100","conference-paper","Druzhinin, Alexander, British Geological Survey | Li, Xiang-Yang, British Geological Survey",2003,"SEG","'data-driven'"
"Cognitive Analytical System Based on Data-Driven Approach for Mature Reservoir Management","SPE-191592-18RPTC-MS","conference-paper","Gopa, Konstantin, Inline Group | Yamov, Sergey, Inline Group | Naugolnov, Mihail, Gazpromneft Science & Technology Center | Perets, Dmitrii, Gazpromneft Science & Technology Center | Simonov, Maksim, Gazpromneft Science & Technology Center",2018,"SPE","'data-driven'"
"Data-Driven Interpretation of Array Logs In Vertical and Deviated Wells","SPE-107188-MS","conference-paper","Frenkel, Michael A., Baker Hughes",2007,"SPE","'data-driven'"
"Video:                  Maximizing Information through Data Driven Analytics in Petrophysical Evaluation of Well Logs","SPE-174735-PT","presentation","Jain, Vikas, Schlumberger | Gzara, Kais, Schlumberger | Makarychev, Gennady, Schlumberger | Minh, Chanh Cao, Schlumberger | Heliot, Denis, Schlumberger",2015,"SPE","'data-driven'"
"A Region-Based History Matching Approach Using Data-Driven Modeling Techniques","SPE-181425-MS","conference-paper","Mital, M., Frontender Corporation | Verde, A., Frontender Corporation | Saputelli, L., Frontender Corporation",2016,"SPE","'data-driven'"
"Data-driven initial-model estimation with application to marine CSEM data","SEG-2018-2992161","conference-paper","Mittet, Rune, EMGS | Berre, Lodve, EMGS",2018,"SEG","'data-driven'"
"A Data-Driven Technique for Building the Initial Velocity Model for Refraction Tomography","SPE-193041-MS","conference-paper","Re, Simone, Schlumberger",2018,"SPE","'data-driven'"
"Practical Application of Data-Driven Modeling Approach during Waterflooding Operations in Heterogeneous Reservoirs","SPE-174031-MS","conference-paper","Amirian, Ehsan, University of Calgary | Chen, Zhangxin, University of Calgary",2015,"SPE","'data-driven'"
"Complementary Data-driven Methods for Interbed Demultiple for Land and OBC Geometries","IPTC-17551-MS","conference-paper","Hager, Ed, WesternGeco | Garden, Mikael, WesternGeco | Sonika, S, WesternGeco",2014,"IPTC","'data-driven'"
"Identifying Cost-Effective Waterflooding Optimization Opportunities in Mature Reservoirs from Data Driven Analytics","SPE-187300-MS","conference-paper","Yrigoyen, Andres, Frontender Corporation | Saputelli, Luigi, Frontender Corporation | Chacon, Alejandro, Frontender Corporation | Chegin, Jorge, Frontender Corporation",2017,"SPE","'data-driven'"
"Creating a Global Culture of Health: Designing Data-Driven Multinational Wellness Programs","SPE-168528-MS","conference-paper","Shallenberger, Leba G., Exxon Mobil",2014,"SPE","'data-driven'"
"Assessment of Data-Driven, Machine Learning Techniques for Machinery Prognostics of Offshore Assets","OTC-27577-MS","conference-paper","Lu, Ping, American Bureau of Shipping | Liu, Haitao, American Bureau of Shipping | Serratella, Christopher, American Bureau of Shipping | Wang, Xiaozhi, American Bureau of Shipping",2017,"OTC","'data-driven'"
"Improved Data-driven Models for Forecasting Production Performance with Uncertainty Analysis","SPE-178412-MS","conference-paper","Ladipo, O., | Ogbe, David O.,",2015,"SPE","'data-driven'"
"Data-driven interferometry method to remove spatially aliased and nonlinear surface waves","SEG-2017-17724305","conference-paper","Chiffot, Corentin, CGG | Prescott, Anthony, CGG | Grimshaw, Martin, CGG | Oggioni, Francesca, CGG | Kowalczyk-Kedzierska, Monika, CGG | Cooper, Sharon, CGG | Le Meur, David, CGG | Johnston, Rodney, BP",2017,"SEG","'data-driven'"
"A Comprehensive Evaluation of Well Completion and Production Performance in Bakken Shale Using Data-Driven Approaches","SPE-181803-MS","conference-paper","Wang, Shuhua, University of Calgary | Chen, Shengnan, University of Calgary",2016,"SPE","'data-driven'"
"Wettability and Capillary Imbibition in Shales; Analytical and Data-Driven Analysis","SPE-189806-MS","conference-paper","Mohammadmoradi, Peyman, University of Calgary | Kantzas, Apostolos, University of Calgary",2018,"SPE","'data-driven'"
"Devon Energy Rises to the Top as a Data-Driven Producer","SPE-1016-0028-JPT","journal-paper","Jacobs, Trent, JPT Senior Technology Writer",2016,"SPE","'data-driven'"
"Production Surveillance and Optimisation for Multizone Smart Wells with Data Driven Models","SPE-112204-MS","conference-paper","Goh, Keat-Choon, Shell | Dale-Pine, Brigitte, Brunei Shell Petr. Sdn Bhd | Yong, Ivan Hur Wern, Brunei Shell Petr. Sdn Bhd | Vanoverschee, Peter, IPCOS N.V. | Lauwerys, Christophe, IPCOS N.V.",2008,"SPE","'data-driven'"
"Data-driven Seismic Repeatability Evaluation on a Carbonate Reservoir Offshore Abu Dhabi","SPE-118294-MS","conference-paper","Akama, Kenichi, JGI, Inc. | Takahashi, Isao, | Hagiwara, Hiroshi, Japan Oil Development Co., Ltd. | Sultan, Akmal Awas, Zakum Development Company",2008,"SPE","'data-driven'"
"Next Generation Downhole Big Data Platform for Dynamic Data-Driven Well and Reservoir Management","SPE-186033-MS","conference-paper","Bello, Oladele, Baker Hughes Incorporated | Yang, Don, Baker Hughes Incorporated | Lazarus, Sony, Baker Hughes Incorporated | Wang, Xiaowei Shawn, Baker Hughes Incorporated | Denney, Tommy, Baker Hughes Incorporated",2017,"SPE","'data-driven'"
"A Case History: Evaluating Well Completions in Eagle Ford Shale Using a Data-Driven Approach","SPE-173336-MS","conference-paper","Nejad, Amir Mohammad, StrataGen | Sheludko, Stanislav, StrataGen | Shelley, Robert Frank, StrataGen | Hodgson, Trey, Sundance Energy | Mcfall, Patrick Riley, Sundance Energy",2015,"SPE","'data-driven'"
"Data-driven Monte Carlo Simulations in Estimating the Stimulated Reservoir Volume (SRV) by Hydraulic Fracturing Treatments","SPE-154537-MS","conference-paper","Qin, Guan, University of Wyoming | Chen, Rong, Rutgers University | Gong, Bin, Peking University | Xu, Ben, Texas A&M University",2012,"SPE","'data-driven'"
"Seismic Imaging Through Gas Clouds: a Data-driven Imaging Strategy","SEG-2008-2302","conference-paper","Ghazali, A.R., Petronas | Verschuur, D.J., Delft University of Technology | Gisolf, A., Delft University of Technology",2008,"SEG","'data-driven'"
"Map-Based Estimation of Reservoir Pressure and Saturation from 4D Seismic with a Data-Driven Procedure","SPE-175100-MS","conference-paper","Landa, Jorge, Chevron USA Inc. | Meadows, Mark, Chevron USA Inc. | Thacher, Catherine, Chevron USA Inc. | Waddle, Robert, Chevron USA Inc. | Williams, Nneka, Chevron USA Inc.",2015,"SPE","'data-driven'"
"Data-driven elastic modeling of organic-rich marl during maturation","SEG-2018-2995177","conference-paper","Suwannasri, Krongrath, Stanford Rock Physics Laboratory, Stanford University | Vanorio, Tiziana, Stanford Rock Physics Laboratory, Stanford University | Clark, Anthony, Stanford Rock Physics Laboratory, Stanford University",2018,"SEG","'data-driven'"
"A Workflow for Intelligent Data-driven Analytics Software Development in Oil and Gas Industry","SPE-170859-MS","conference-paper","Dursun, Serkan, Halliburton | Duman, Kaan, Rensselaer Polytechnic Institute | Tuna, Tayfun, University of Houston | Abbas, Mamta, Halliburton | Ding, James, Halliburton",2014,"SPE","'data-driven'"
"Advanced Analytics for Data-Driven Decision Making in Electrical Submersible Pump Operations Management","SPE-189119-MS","conference-paper","Adesanwo, Moradeyo, Baker Hughes Incorporated, USA | Bello, Oladele, Baker Hughes Incorporated, USA | Olorode, Olumide, Baker Hughes Incorporated, USA | Eremiokhale, Obehi, Oriental Energy Resources Limited | Sanusi, Sherif, Oriental Energy Resources Limited | Blankson, Eyituoyo, Oriental Energy Resources Limited",2017,"SPE","'data-driven'"
"The Effect of Noise Attentuation on Data Driven Interpreter Guided Fault Analysis","SPE-164378-MS","conference-paper","Lee, Owen, Foster Findlay Associates Limited (ffA) | Elghorori, Ahmed, Foster Findlay Associates Limited (ffA) | Bisset, Adrien, Foster Findlay Associates Limited (ffA)",2013,"SPE","'data-driven'"
"Data-Driven Reservoir Management of a Giant Mature Oilfield in the Middle East","SPE-170660-MS","conference-paper","Mohaghegh, Shahab D., West Virginia University | Al-Mehairi, Y., ADCO | Gaskari, Razi, Intelligent Solutions Inc | Maysami, Mohammad, Intelligent Solutions, Inc. | Khazaeni, Yasaman, Boston University",2014,"SPE","'data-driven'"
"Integrating a Data Driven Model into a Multilayer Pattern Waterflood Simulator","SPE-184908-MS","conference-paper","Fraguío, M., Interfaces S.A | Lacivita, A., Interfaces S.A | Valle, J., Interfaces S.A | Marzano, M., Interfaces S.A | Storti, M., CIMEC, CONICET-UNL",2017,"SPE","'data-driven'"
"Leveraging Data-driven Exception Based Surveillance to Maximize Returns in Times of Low Oil Prices","SPE-181080-MS","conference-paper","Agrawal, Amol, Shell | Lie, Joel, Shell | van Leeuwen, Peter, Shell | Adun, David, Shell | Briers, Jan, Shell | Pei-Huey, Phua, Shell | Sniekers, Ann, Shell | Enns, Rick, Shell",2016,"SPE","'data-driven'"
"Resolution Function For Controlled-source Seismic Interferometry: a Data-driven Diagnosis","SEG-2009-4090","conference-paper","van der Neut, Joost, University of Technology | Thorbecke, Jan, University of Technology",2009,"SEG","'data-driven'"
"Forecasting SAGD Process Under Geological Uncertainties Using Data-Driven Proxy Model","SPE-157942-MS","conference-paper","Fedutenko, Eugene, Computer Modelling Group Inc. | Yang, Chaodong, Computer Modelling Group Ltd. | Card, Colin, Computer Modelling Group Ltd. | Nghiem, Long X., Computer Modelling Group Ltd.",2012,"SPE","'data-driven'"
"Characterizing Reservoir Connectivity and Forecasting Waterflood Performance Using Data-Driven and Reduced-Physics Models","SPE-180488-MS","conference-paper","Artun, Emre, Middle East Technical University - Northern Cyprus Campus",2016,"SPE","'data-driven'"
"Data-Driven Modeling Approach for Recovery Performance Prediction in SAGD Operations","SPE-165557-MS","conference-paper","Dzurman, Peter John, Nexen Inc. | Leung, Juliana Yuk Wing, University of Alberta | Zanon, Stefan David Joseph, Nexen Inc. | Amirian, Ehsan, University of Alberta",2013,"SPE","'data-driven'"
"Design and Development of Data-Driven Screening Tools for Enhanced Oil Recovery Processes","SPE-190028-MS","conference-paper","Yalgin, G., Middle East Technical University | Zarepakzad, N., Middle East Technical University | Artun, E., Middle East Technical University | Durgut, I., Middle East Technical University | Kok, M. V., Middle East Technical University",2018,"SPE","'data-driven'"
"A Practical Approach to Incorporate Data-Driven 4D Seismic Inversion into Flow Simulation History Matching","SPE-187042-MS","conference-paper","Rey, Alvaro, Chevron U.S.A. Inc. | Landa, Jorge L., Chevron U.S.A. Inc.",2017,"SPE","'data-driven'"
"Evaluation and Prediction of Hydraulic Fractured Well Performance in Montney Formations Using a Data-Driven Approach","SPE-180416-MS","conference-paper","Wang, Shuhua, University of Calgary | Chen, Shengnan, University of Calgary",2016,"SPE","'data-driven'"
"Data Driven Adaptive Localization With Applications To Ensemble-Based 4D Seismic History Matching","SPE-185936-MS","conference-paper","Luo, Xiaodong, IRIS | Bhakta, Tuhin, IRIS | Nævdal, Geir, IRIS",2017,"SPE","'data-driven'"
"Data-Driven Brittleness Index Prediction From Elemental Spectroscopy and Petrophysical Properties Using Support-Vector Regression","SPWLA-2017-GGGG","conference-paper","Negara, Ardiansyah, Baker Hughes | Ali, Syed Shujath, Baker Hughes | Al Dhamen, Ali, Baker Hughes | Kesserwan, Hasan, Baker Hughes | Jin, Guodong, Baker Hughes",2017,"SPWLA","'data-driven'"
"Video:                  Assessment of Data-Driven, Machine Learning Techniques for Machinery Prognostics of Offshore Assets","OTC-27577-PT","presentation","Lu, Ping, American Bureau of Shipping | Liu, Haitao, American Bureau of Shipping | Serratella, Christopher, American Bureau of Shipping | Wang, Xiaozhi, American Bureau of Shipping",2017,"OTC","'data-driven'"
"A Robust Processing Flow for Data-Driven Land Multiple Suppression","SEG-2014-0188","conference-paper","Wang, Juefu, CGG | Wang, Shaowu, CGG",2014,"SEG","'data-driven'"
"Probabilistic Data-Driven Prediction of Wellbore Signatures in High-Dimensional Data Using Bayesian Networks","SPE-189966-PA","journal-paper","Bassamzadeh, Nastaran, University of Southern California | Ghanem, Roger, University of Southern California",2018,"SPE","'data-driven'"
"Data-Driven Analytics for Production Impact Assessment during Unplanned Facility System Events","SPE-173993-MS","conference-paper","Popa, Andrei S., Chevron Corporation | Leon, Hugo, Chevron Corporation | Medel, Juan, Chevron Corporation | Nquyen, Tuan, Chevron Corporation | Cassidy, Steve, Chevron Corporation | Tubbs, Dallas, Chevron Corporation",2015,"SPE","'data-driven'"
"Data Driven Analysis for Rapid and Credible Decision Making: Heavy Oil Case Study","SPE-188635-MS","conference-paper","Kaushik, A., Shell India Markets Private Ltd | Kumar, V., Shell India Markets Private Ltd | Mishra, A., Shell Development Oman | Tummala, P., Shell India Markets Private Ltd",2017,"SPE","'data-driven'"
"Sparse Coding For Data-driven Coherent And Incoherent Noise Attenuation","SEG-2009-3327","conference-paper","Kaplan, Sam T., University of Alberta | Sacchi, Mauricio D., University of Alberta | Ulrych, Tadeusz J., University of British Columbia",2009,"SEG","'data-driven'"
"Study of data-driven optimization strategy for beam migration","SEG-2016-13679809","conference-paper","Yang, Jidong, UT Dallas | Zhu, Hejun, UT Dallas | Huang, Jianping, SWPI, China University of Petroleim-East China | Li, Zhenchun, SWPI, China University of Petroleim-East China",2016,"SEG","'data-driven'"
"Data-Driven Deep Local Imaging using Both Surface and Borehole Seismic Data","SEG-2015-5803589","conference-paper","Liu, Yi, Norwegian University of Science and Technology | Van Der Neut, Joost, Delft University of Technology | Arntsen, Borge, Norwegian University of Science and Technology | Wapenaar, Kees, Delft University of Technology",2015,"SEG","'data-driven'"
